ApplStandard,Brand,Cap,Combination,Control,Country,Depth,Height,Model No,Family Name,N-Standard,New CEC,New SRI,New Star,Prog Name,Prog Time,Sold_in,SubmitStatus,Submit_ID,Test_Moist_Remove,Tot_Wat_Cons,Type,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Star Rating (old),Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Esatto,4.5,False,Timer,China,435.0,700.0,VDE45W,VDE45*,AS/NZS 2442.1:1996/Amdt 4:2006,202,2.02204471467101,2.0,Timer set to 200,200.0,"Australia,Fiji,New Zealand",Approved,111740,3.529,0.0,Vented,600.0,2023-01-16,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SEIKI,7,False,Autosensing,China,,,SC-70AU9DRHPC,,AS/NZS 2442.1:1996/Amdt 4:2006,131,7.40543684740759,7.0,Cotton Extra,290.0,"Australia,New Zealand",Approved,111816,5.57,0.0,Condenser,,2023-03-12,,Single product class,Available,http://www.ayonz.com/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
AS/NZS 2442.2:2000/Amdt 2:2007,NOUVEAU,4.5,False,Timer,China,,,NDR45,,AS/NZS 2442.1:1996/Amdt 4:2006,202,2.02204471467101,2.0,HOT - 200min,200.0,New Zealand,Approved,111834,3.529,0.0,Vented,,2118-02-28,,Single product class,Available,http://www.applico.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,ARISTON,5.5,True,Autosensing,Italy,630.0,840.0,WDG 8629B AUS,WDG 8629B AUS,AS/NZS 2442.1:1996/Amdt 4:2006,210,3.01781094723226,3.0,program no 12 Cotton,296.0,"Australia,Fiji,New Zealand",Approved,111947,4.28967,25.17,Condenser,600.0,2023-06-24,,Single product class,Available,http://www.indesit.com/,http://www.indesit.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,ARISTON,5.5,True,Autosensing,Italy,630.0,840.0,WDL 8629B AUS,WDG 8629B AUS,AS/NZS 2442.1:1996/Amdt 4:2006,210,3.01781094723226,3.0,program no 12 Cotton,296.0,"Australia,Fiji,New Zealand",Approved,111947,4.28967,25.17,Condenser,600.0,2023-06-24,,Single product class,Available,http://www.indesit.com/,http://www.indesit.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,STIRLING,4.5,False,Timer,China,438.0,671.0,STR-CD45,,AS/NZS 2442.1:1996/Amdt 4:2006,186,2.52980725004467,2.5,Full heat,178.0,Australia,Approved,111949,4.426,0.0,Vented,595.0,2023-01-09,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Smeg,8,False,Autosensing,Turkey,,,SACD8,,AS/NZS 2442.1:1996/Amdt 4:2006,350,2.18017206574773,2.0,Cottons-Extra Dry,207.0,"Australia,New Zealand",Approved,111950,6.411,0.0,Condenser,,2023-02-06,,Single product class,Unavailable,http://www.arcelik.com.tr/,http://www.smeg.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Smeg,7,False,Autosensing,Turkey,,,SACD7,,AS/NZS 2442.1:1996/Amdt 4:2006,313,2.0460250543898,2.0,Cottons-Extra Dry,179.0,"Australia,New Zealand",Approved,111951,5.548,0.0,Condenser,,2023-02-06,,Single product class,Unavailable,http://www.arcelik.com.tr/,http://www.smeg.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Robinhood,7,False,Autosensing,China,622.0,845.0,RHHPD7W,,AS/NZS 2442.1:1996/Amdt 4:2006,131,7.40543684740759,6.0,Cotton Extra,198.0,"Australia,New Zealand",Approved,112042,5.574,0.0,Condenser,595.0,2023-01-16,,Single product class,Available,,http://www.robinhood.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,MIELE,10,False,Autosensing,Germany,,,PT 7188,,AS/NZS 2442.1:1996/Amdt 4:2006,485,1.54595557503902,1.5,Cottons Extra dry,109.0,"Australia,New Zealand",Approved,112279,9.937,,Vented,,2023-02-22,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,STIRLING,7,False,Autosensing,China,555.0,840.0,MDR70-VR031,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.08546832651034,2.0,Extra/Cotton,208.0,Australia,Approved,112281,5.538,0.0,Vented,595.0,2023-02-19,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,STIRLING,7,False,Autosensing,China,615.0,845.0,STR-CD8C,,AS/NZS 2442.1:1996/Amdt 4:2006,314,2.02639783079217,2.0,Cotton + Extra,198.0,Australia,Approved,112302,5.514,0.0,Condenser,595.0,2023-02-19,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Indesit,4.5,True,Autosensing,Italy,,,IWDC 7125 B (AUS) 1,,AS/NZS 2442.1:1996/Amdt 4:2006,186,2.52980725004467,2.5,Prog 11 Cottons cupboard dry,298.0,"Australia,Fiji,New Zealand",Approved,112327,3.726,25.39,Condenser,,2023-02-06,,Single product class,Available,http://www.whirlpool.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Omega,4.5,False,Timer,China,435.0,700.0,OCD45W,,AS/NZS 2442.1:1996/Amdt 4:2006,202,2.02204471467101,2.0,"Strong heat, timer set to 200",200.0,"Australia,New Zealand",Approved,112384,3.529,0.0,Vented,600.0,2023-02-13,,Single product class,Available,http://www.chinajinhuan.com/,http://www.omegaappliances.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Omega,6,False,Timer,China,545.0,700.0,OCD60W,,AS/NZS 2442.1:1996/Amdt 4:2006,266,2.09867247187917,2.0,"200 minutes, strong heat program",200.0,"Australia,New Zealand",Approved,112388,4.701,0.0,Vented,600.0,2023-02-12,,Single product class,Available,http://www.chinajinhuan.com/,http://www.omegaappliances.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Germanica,7,False,Autosensing,China,,,GD7000AU70,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.08546832651034,2.0,Extra+Cotton,210.0,"Australia,New Zealand",Approved,112444,5.538,0.0,Vented,,2023-03-26,,Single product class,Available,http://www.ayonz.com/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Germanica,4.5,False,Timer,China,,,GD4500AU70,,AS/NZS 2442.1:1996/Amdt 4:2006,186,2.52980725004467,2.5,full heat,180.0,"Australia,New Zealand",Approved,112446,3.537,0.0,Vented,,2023-11-20,,Single product class,Available,http://www.ayonz.com/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,AEG,8,False,Autosensing,Poland,,,T9DBA866C,,AS/NZS 2442.1:1996/Amdt 4:2006,123,8.61479972630809,8.0,Cottons Extra Dry,287.0,"Australia,Fiji,New Zealand",Approved,112455,6.52,0.0,Condenser,,2023-02-16,,Single product class,Available,,http://www.aeg.com,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Hafele,8.5,False,Timer,China,580.0,840.0,534.94.520,,AS/NZS 2442.1:1996/Amdt 4:2006,413,1.53477145312202,1.5,Extra Dry,219.5,"Australia,Fiji,New Zealand",Approved,112494,6.627,0.0,Vented,595.0,2023-02-19,,Single product class,Available,,http://www.hafele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Hafele,5.5,False,Timer,China,480.0,670.0,534.94.530,,AS/NZS 2442.1:1996/Amdt 4:2006,228,2.51178928876387,2.5,Extra,164.3,"Australia,Fiji,New Zealand",Approved,112495,4.279,0.0,Vented,595.0,2023-02-18,,Single product class,Available,,http://www.hafele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BEKO,7,False,Autosensing,Turkey,530.0,846.0,BDV70W,,AS/NZS 2442.1:1996/Amdt 4:2006,310,2.10528518544483,2.0,Cottons-Ready to Wear Plus,173.0,"Australia,New Zealand",Approved,112706,5.53,0.0,Vented,595.0,2023-03-07,,Single product class,Available,http://www.beko.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BEKO,6,False,Autosensing,Turkey,530.0,846.0,BDV60W,,AS/NZS 2442.1:1996/Amdt 4:2006,270,2.00683301500606,2.0,Cottons-Ready to Wear,150.0,"Australia,New Zealand",Approved,112709,4.833,0.0,Vented,595.0,2023-03-22,,Single product class,Available,http://www.beko.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BEKO,7,False,Autosensing,Turkey,540.0,846.0,BDP700W,,AS/NZS 2442.1:1996/Amdt 4:2006,144,6.82325250329926,6.0,Cottons-Extra Dry,230.0,"Australia,New Zealand",Approved,112788,5.555,0.0,Condenser,595.0,2023-03-07,,Single product class,Available,http://www.beko.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Artusi,4.5,True,Autosensing,Turkey,582.0,845.0,ADW845,,AS/NZS 2442.1:1996/Amdt 4:2006,173,2.97563272674038,2.5,"Extras, cotton dry, cupboard",258.0,"Australia,Fiji,New Zealand",Approved,112932,3.619,42.6,Condenser,597.0,2023-03-13,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BEKO,4,True,Autosensing,Turkey,590.0,840.0,BWD7541IG,,AS/NZS 2442.1:1996/Amdt 4:2006,166,2.50504613260339,2.5,"Cotton Dry-Extra Dry, 1400 rpm",282.0,"Australia,New Zealand",Approved,112933,3.204,35.4,Condenser,600.0,2023-03-22,,Single product class,Available,http://www.beko.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SAMSUNG ELECTRONICS,6,True,Autosensing,China,,,WD85N74FNOR,,AS/NZS 2442.1:1996/Amdt 4:2006,229,3.02025314983651,3.0,"Cotton Dry, Spin 1400 RPM",375.0,"Australia,Fiji,New Zealand",Approved,112990,4.77,33.4,Condenser,,2023-03-27,,Single product class,Available,,http://www.samsung.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2442.2:2000/Amdt 2:2007,CLASSIQUE,7,False,Autosensing,China,615.0,845.0,CL7CDRY1,,AS/NZS 2442.1:1996/Amdt 4:2006,310,2.10528518544483,2.0,Cotton Extra,135.0,New Zealand,Approved,113003,5.513,0.0,Condenser,595.0,2118-03-15,,Single product class,Available,http://www.applico.co.nz/,http://www.applico.co.nz/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007,MIDEA,7,False,Autosensing,China,550.0,840.0,361170,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.08546832651034,2.0,TBC,50.0,New Zealand,Approved,113279,5.4,0.0,Vented,595.0,2118-04-09,,Single product class,Available,http://www.tradedepot.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007,MIDEA,7,False,Autosensing,China,615.0,845.0,361279,,AS/NZS 2442.1:1996/Amdt 4:2006,310,2.10528518544483,2.0,TBC,58.0,New Zealand,Approved,113280,5.5,0.0,Condenser,595.0,2118-04-09,,Single product class,Available,http://www.tradedepot.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007,MIDEA,7,False,Autosensing,China,622.0,845.0,361300,,AS/NZS 2442.1:1996/Amdt 4:2006,131,7.40543684740759,6.0,TBC,58.0,New Zealand,Approved,113281,5.5,0.0,Condenser,595.0,2118-04-09,,Single product class,Available,http://www.tradedepot.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SAMSUNG ELECTRONICS,9,False,Autosensing,South Korea,,,DV90N82,DV90N82,AS/NZS 2442.1:1996/Amdt 4:2006,176,7.13486994365072,7.0,"Cotton, Dry Level 3",310.0,"Australia,Fiji,New Zealand",Approved,113359,7.26,0.0,Condenser,,2023-05-12,,Single product class,Available,,http://www.samsung.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SAMSUNG ELECTRONICS,9,False,Autosensing,South Korea,,,DV90N8288AX,DV90N82,AS/NZS 2442.1:1996/Amdt 4:2006,176,7.13486994365072,7.0,"Cotton, Dry Level 3",310.0,"Australia,Fiji,New Zealand",Approved,113359,7.26,0.0,Condenser,,2023-05-12,,Single product class,Available,,http://www.samsung.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SAMSUNG ELECTRONICS,9,False,Autosensing,South Korea,,,DV90N8289AW,DV90N82,AS/NZS 2442.1:1996/Amdt 4:2006,176,7.13486994365072,7.0,"Cotton, Dry Level 3",310.0,"Australia,Fiji,New Zealand",Approved,113359,7.26,0.0,Condenser,,2023-05-12,,Single product class,Available,,http://www.samsung.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,FISHER & PAYKEL,8,False,Autosensing,China,,,DH8060C1,,AS/NZS 2442.1:1996/Amdt 4:2006,119,8.81822748923426,8.0,"Everyday, Dry",307.0,"Australia,New Zealand",Approved,113416,6.286,0.0,Condenser,,2023-04-11,,Single product class,Available,http://www.fisherpaykel.com/nz,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BOSCH,7,False,Autosensing,Poland,,,WTA74200AU,,AS/NZS 2442.1:1996/Amdt 4:2006,315,2.00683301500606,2.0,Cottons Extra Dry,170.0,"Australia,New Zealand",Approved,113679,5.552,,Vented,,2023-10-16,,Single product class,Unavailable,,http://www.bosch-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,LG,4,True,Autosensing,"China,South Korea",550.0,850.0,WD1402CRD6,,AS/NZS 2442.1:1996/Amdt 4:2006,190,1.67415040727933,1.5,"Cupboard Dry, 1400RPM",267.0,"Australia,New Zealand",Approved,113913,3.158,23.8,Condenser,600.0,2023-04-30,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
AS/NZS 2442.2:2000/Amdt 2:2007,MIDEA,3.5,True,Autosensing,China,565.0,850.0,360300,,AS/NZS 2442.1:1996/Amdt 4:2006,143,2.60110734541323,2.5,Dry,310.0,New Zealand,Approved,113970,3.437,72.0,Condenser,595.0,2118-07-05,,Single product class,Available,http://www.tradedepot.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,LG,7.5,True,Autosensing,South Korea,767.0,982.0,WD12595FD6,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.50999039111018,2.5,Cotton Eco Extra High Spin,307.0,"Australia,New Zealand",Approved,114106,5.982,42.0,Condenser,686.0,2023-06-25,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,MIELE,6.5,False,Autosensing,"Germany,Czechia",,,PT 7135 C,,AS/NZS 2442.1:1996/Amdt 4:2006,316,1.53133427062097,1.5,Cottons Normal +,174.0,"Australia,New Zealand",Approved,114184,5.185,0.0,Condenser,,2023-08-13,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Mistral,7,False,Autosensing,China,555.0,850.0,BTDG7W,,AS/NZS 2442.1:1996/Amdt 4:2006,301,2.28656888465058,2.0,Cupboard+,220.0,"Australia,Fiji,New Zealand",Approved,114290,5.7,0.0,Vented,595.0,2023-05-16,,Single product class,Unavailable,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Euromaid,4.5,True,Autosensing,Turkey,582.0,845.0,EWD8045,,AS/NZS 2442.1:1996/Amdt 4:2006,173,2.97563272674038,2.5,"Program No.13, Cotton Dry, Level 3",258.0,"Australia,New Zealand",Approved,114316,3.619,42.6,Condenser,597.0,2023-05-15,,Single product class,Available,http://www.glendimplex.com.au,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Baumatic,4.5,True,Autosensing,Turkey,582.0,845.0,BFWD845,,AS/NZS 2442.1:1996/Amdt 4:2006,173,2.97563272674038,2.5,"Program No.13, Cotton Dry, Level 3",258.0,"Australia,New Zealand",Approved,114321,3.619,42.6,Condenser,597.0,2023-05-16,,Single product class,Available,http://www.glendimplex.com.au,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,carson,4,False,Timer,China,440.0,670.0,CSF343VV,,AS/NZS 2442.1:1996/Amdt 4:2006,160,2.73156727224221,2.5,Thermostat,160.0,Australia,Approved,114797,3.108,0.0,Vented,595.0,2023-06-19,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Teka,7,False,Autosensing,China,622.0,845.0,THPD70,,AS/NZS 2442.1:1996/Amdt 4:2006,160,6.1749556188476,6.0,Cotton Extra,292.0,"Australia,Fiji,New Zealand",Approved,114937,5.636,0.0,Condenser,595.0,2023-08-27,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
AS/NZS 2442.2:2000/Amdt 2:2007,COMFEE,7,False,Autosensing,China,615.0,845.0,368279,,AS/NZS 2442.1:1996/Amdt 4:2006,310,2.10528518544483,2.0,TBC,58.0,New Zealand,Approved,115030,5.5,0.0,Condenser,595.0,2118-06-19,,Single product class,Available,http://www.tradedepot.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007,COMFEE,7,False,Autosensing,China,550.0,840.0,368171,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.08546832651034,2.0,TBC,50.0,New Zealand,Approved,115031,5.4,0.0,Vented,595.0,2118-06-15,,Single product class,Available,http://www.tradedepot.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007,MIDEA,7,True,Autosensing,China,595.0,850.0,360310,,AS/NZS 2442.1:1996/Amdt 4:2006,260,3.18756321303959,3.0,Dry Only,279.0,New Zealand,Approved,115065,5.5,100.0,Condenser,595.0,2118-07-05,,Single product class,Available,http://www.tradedepot.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2442.2:2000/Amdt 2:2007,VOGUE,8,False,Autosensing,China,630.0,850.0,361280,,AS/NZS 2442.1:1996/Amdt 4:2006,344,2.28656888465058,2.0,Strong,230.0,New Zealand,Approved,115067,6.3,0.0,Condenser,595.0,2118-06-22,,Single product class,Available,http://www.tradedepot.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007,VOGUE,7,False,Autosensing,China,555.0,850.0,361171,,AS/NZS 2442.1:1996/Amdt 4:2006,301,2.28656888465058,2.0,CUPBOARD+,212.0,New Zealand,Approved,115068,5.7,0.0,Vented,595.0,2118-06-21,,Single product class,Available,http://www.tradedepot.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007,COMFEE,7,False,Autosensing,China,622.0,845.0,368301,,AS/NZS 2442.1:1996/Amdt 4:2006,160,6.1749556188476,6.0,tbc,58.0,New Zealand,Approved,115154,5.5,0.0,Condenser,595.0,2118-06-29,,Single product class,Available,http://www.tradedepot.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
