ApplStandard,Brand,Cap,Combination,Control,Country,Depth,Height,Model No,Family Name,N-Standard,New CEC,New SRI,New Star,Prog Name,Prog Time,Sold_in,SubmitStatus,Submit_ID,Test_Moist_Remove,Tot_Wat_Cons,Type,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Star Rating (old),Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Euroclean,7,False,Autosensing,China,580.0,840.0,ECDRY7KG,,AS/NZS 2442.1:1996/Amdt 4:2006,309,2.12516607311392,2.0,Extra,180.0,"Australia,Fiji,New Zealand",Approved,108924,5.4706666666,0.0,Vented,595.0,2022-08-02,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Omega,6,False,Timer,China,,,OCD6W,,AS/NZS 2442.1:1996/Amdt 4:2006,266,2.09867247187917,2.0,Timer Used,216.0,"Australia,New Zealand",Approved,108934,4.701,,Vented,,2023-01-09,,Single product class,Available,http://www.chinajinhuan.com/,http://www.omegaappliances.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Omega,4,False,Timer,China,,,OCD4W,,AS/NZS 2442.1:1996/Amdt 4:2006,180,2.00683301500606,2.0,Timer Used,141.7,"Australia,New Zealand",Approved,108935,3.131,,Vented,,2023-01-09,,Single product class,Available,http://www.chinajinhuan.com/,http://www.omegaappliances.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,MIELE,5,True,Autosensing,"Czechia,Germany",714.0,850.0,WTZH 730 WPM,,AS/NZS 2442.1:1996/Amdt 4:2006,144,4.75289529838167,4.5,Cottons 60oC Normal+ dry,127.0,"Australia,New Zealand",Approved,109084,3.926,21.0,Condenser,586.0,2022-07-25,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Esatto,7,False,Autosensing,China,615.0,845.0,ECD7,,AS/NZS 2442.1:1996/Amdt 4:2006,314,2.02639783079217,2.0,Cotton Extra,198.0,"Australia,Fiji,New Zealand",Approved,109306,5.514,0.0,Condenser,595.0,2022-08-09,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Esatto,7,False,Autosensing,China,622.0,845.0,EHPD7,,AS/NZS 2442.1:1996/Amdt 4:2006,160,6.1749556188476,6.0,Cotton Extra,271.0,"Australia,Fiji,New Zealand",Approved,109321,5.717,0.0,Condenser,595.0,2022-08-10,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,MIELE,8,False,Autosensing,"Germany,Czechia",,,T 8861 WP,,AS/NZS 2442.1:1996/Amdt 4:2006,149,7.43486363415172,6.0,Cotton Extra dry,195.0,"Australia,New Zealand",Approved,109411,6.273,0.0,Condenser,,2022-08-20,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,HELLER,8.5,False,Timer,China,580.0,840.0,CD85ELEC,,AS/NZS 2442.1:1996/Amdt 4:2006,414,1.51989084277247,1.5,High Heat,218.0,Australia,Approved,109603,6.627,0.0,Vented,595.0,2022-08-17,,Single product class,Available,http://www.gafcontrol.com.au/,http://www.gafcontrol.com.au ,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Technika,4,True,Timer,Italy,600.0,850.0,TWDC84,,AS/NZS 2442.1:1996/Amdt 4:2006,153,3.00683301500606,3.0,"Dry program, 190 minutes, 1300 RPM",173.0,"Australia,New Zealand",Approved,109647,3.923,71.2,Condenser,595.0,2022-08-18,,Single product class,Available,http://www.jpindustries.com/,http://www.technika.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,FISHER & PAYKEL,8,False,Autosensing,China,,,DC8060P1,,AS/NZS 2442.1:1996/Amdt 4:2006,353,2.12765570672289,2.0,"Everyday, Dry, High",204.0,"Australia,New Zealand",Approved,109843,6.283,0.0,Condenser,,2022-08-25,,Single product class,Available,http://www.fisherpaykel.com/nz,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,LG,9,False,Autosensing,South Korea,690.0,800.0,TD-H901MW,,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.04647243596675,9.0,"Cotton, Normal, Cupboard",273.0,"Australia,New Zealand",Approved,109908,7.128,0.0,Condenser,600.0,2022-08-30,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BOSCH,7,False,Autosensing,Poland,,,WTE84105AU,,AS/NZS 2442.1:1996/Amdt 4:2006,315,2.00683301500606,2.0,Cottons Cupboard Extra Dry,176.0,"Australia,Fiji,New Zealand",Approved,110189,5.657,0.0,Condenser,,2022-09-18,,Single product class,Unavailable,,http://www.bosch-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BOSCH,4.5,True,Autosensing,China,,,WVG28420AU,,AS/NZS 2442.1:1996/Amdt 4:2006,169,3.11957214134885,3.0,"Intensive dry, Cupboard",217.0,"Australia,Fiji,New Zealand",Approved,110314,3.556,23.0,Condenser,,2022-09-28,,Single product class,Available,,http://www.bosch-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,ELECTROLUX,8,False,Autosensing,Poland,,,EDC2086*DW,EDC2086*DW,AS/NZS 2442.1:1996/Amdt 4:2006,357,2.0583239379181,2.0,Cottons Strong Dry,215.0,"Australia,New Zealand",Approved,110393,6.3647,0.0,Condenser,,2022-11-20,,Single product class,Available,,http://www.electrolux.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,ELECTROLUX,8,False,Autosensing,Poland,,,EDC2086GDW,EDC2086*DW,AS/NZS 2442.1:1996/Amdt 4:2006,357,2.0583239379181,2.0,Cottons Strong Dry,215.0,"Australia,New Zealand",Approved,110393,6.3647,0.0,Condenser,,2022-11-20,,Single product class,Available,,http://www.electrolux.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,ELECTROLUX,8,False,Autosensing,Poland,,,EDC2086PDW,EDC2086*DW,AS/NZS 2442.1:1996/Amdt 4:2006,357,2.0583239379181,2.0,Cottons Strong Dry,215.0,"Australia,New Zealand",Approved,110393,6.3647,0.0,Condenser,,2022-11-20,,Single product class,Available,,http://www.electrolux.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Smeg,3,True,Timer,Italy,550.0,850.0,SAWD612,,AS/NZS 2442.1:1996/Amdt 4:2006,134,2.0525813995819,2.0,"Dry Program, 220 min, 1200 RPM",185.5,"Australia,New Zealand",Approved,110524,2.335,50.8,Condenser,595.0,2022-11-06,,Single product class,Available,http://www.jp-industries.com/,http://www.smeg.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Smeg,4.0,True,Timer,Italy,550.0,850.0,SAWD814,,AS/NZS 2442.1:1996/Amdt 4:2006,147,3.25299101479923,3.0,"Dry program, 220 min, 1400rpm",165.7,"Australia,New Zealand",Approved,110530,3.108,67.8,Condenser,595.0,2022-11-12,,Single product class,Available,http://www.jp-industries.com/,http://www.smeg.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Daewoo,6,True,Autosensing,South Korea,,,DWC-PS1232,,AS/NZS 2442.1:1996/Amdt 4:2006,251,2.45582083502237,2.0,"very dry, 1200 spin",289.2,"Australia,Fiji,New Zealand",Approved,110616,4.788,88.3,Condenser,,2023-01-10,,Single product class,Available,http://www.dongbudaewooelec.com/english/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,EUROMAID,6,False,Autosensing,Turkey,530.0,846.0,CD6KG,,AS/NZS 2442.1:1996/Amdt 4:2006,280,1.78305819515424,1.5,cotton-Extra Dry,163.0,"Australia,New Zealand",Approved,110717,4.777,0.0,Condenser,595.0,2023-04-13,,Single product class,Available,http://www.glendimplex.com.au,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SEIKI,4.5,False,Timer,China,,,SC-45AU6DR,,AS/NZS 2442.1:1996/Amdt 4:2006,186,2.52980725004467,2.5,"full heat, 160 minutes",160.0,"Australia,New Zealand",Approved,110721,3.537,0.0,Vented,,2022-12-11,,Single product class,Available,http://www.ayonz.com/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Astivita,7,False,Autosensing,China,615.0,845.0,DRC7KGWH,,AS/NZS 2442.1:1996/Amdt 4:2006,314,2.02639783079217,2.0,Extra + Cotton,187.0,Australia,Approved,110741,5.5,0.0,Condenser,595.0,2022-11-21,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Astivita,7,False,Autosensing,China,555.0,840.0,DRV7KGWH,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.08546832651034,2.0,Extra + Cotton,210.0,Australia,Approved,110742,5.538,0.0,Vented,595.0,2022-11-10,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SEIKI,7,False,Autosensing,China,,,SC-70AU6DR,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.08546832651034,2.0,Extra+Cotton,210.0,"Australia,New Zealand",Approved,110861,5.538,0.0,Vented,,2022-11-03,,Single product class,Available,http://www.ayonz.com/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Daewoo,1,True,Autosensing,South Korea,,,DWC-M25CW,,AS/NZS 2442.1:1996/Amdt 4:2006,52,1.117206008122,1.0,AU,137.5,"Australia,Fiji,New Zealand",Approved,110899,0.813,47.1,Condenser,,2023-01-10,,Single product class,Available,http://www.dongbudaewooelec.com/english/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,FISHER & PAYKEL,7,False,Autosensing,China,,,DE7060**,DE7060**,AS/NZS 2442.1:1996/Amdt 4:2006,315,2.00683301500606,2.0,"Everyday, Extra Dry, High",216.0,"Australia,New Zealand",Approved,111010,5.524,0.0,Vented,,2022-11-29,,Single product class,Available,http://www.fisherpaykel.com/nz,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,FISHER & PAYKEL,7,False,Autosensing,China,,,DE7060G1,DE7060**,AS/NZS 2442.1:1996/Amdt 4:2006,315,2.00683301500606,2.0,"Everyday, Extra Dry, High",216.0,"Australia,New Zealand",Approved,111010,5.524,0.0,Vented,,2022-11-29,,Single product class,Available,http://www.fisherpaykel.com/nz,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
