ApplStandard,Brand,Country,Lamp_Freq,Model No,Family Name,N-Standard,nom_len,nom_watt,Rated_CRI,Rated_IE,Rated_IL,Rated_ILW,Rated_ME,Rated_ML,Rated_MLW,Sold_in,Submit_ID,SubmitStatus,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,ILCOS Code,Nominal Diameter (mm)
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Germany",High Frequency,Lumilux T5 HE 28W,Lumilux T5 HE 28W,,1149.0,28.0,80.0,92.8571428571429,2600.0,28.0,84.5,2366.0,28.0,"Australia,Fiji,New Zealand",96616,Approved,2021-02-17,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-28-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Italy,Germany",High Frequency,HE 21W/827,Lumilux T5 HE 21W,,849.0,21.0,80.0,90.4761904761905,1900.0,21.0,82.3333333333333,1729.0,21.0,"Australia,Fiji,New Zealand",96618,Approved,2021-03-30,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-21-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Italy,Germany",High Frequency,HE 21W/830,Lumilux T5 HE 21W,,849.0,21.0,80.0,90.4761904761905,1900.0,21.0,82.3333333333333,1729.0,21.0,"Australia,Fiji,New Zealand",96618,Approved,2021-03-30,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-21-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Italy,Germany",High Frequency,HE 21W/840,Lumilux T5 HE 21W,,849.0,21.0,80.0,90.4761904761905,1900.0,21.0,82.3333333333333,1729.0,21.0,"Australia,Fiji,New Zealand",96618,Approved,2021-03-30,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-21-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Italy,Germany",High Frequency,HE 21W/865,Lumilux T5 HE 21W,,849.0,21.0,80.0,90.4761904761905,1900.0,21.0,82.3333333333333,1729.0,21.0,"Australia,Fiji,New Zealand",96618,Approved,2021-03-30,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-21-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Italy,Germany",High Frequency,HE 21W/880,Lumilux T5 HE 21W,,849.0,21.0,80.0,90.4761904761905,1900.0,21.0,82.3333333333333,1729.0,21.0,"Australia,Fiji,New Zealand",96618,Approved,2021-03-30,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-21-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Italy,Germany",High Frequency,Lumilux T5 HE 21W,Lumilux T5 HE 21W,,849.0,21.0,80.0,90.4761904761905,1900.0,21.0,82.3333333333333,1729.0,21.0,"Australia,Fiji,New Zealand",96618,Approved,2021-03-30,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-21-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,HITACHI,Japan,50Hz,F30T9/EX-D,,AS/NZS 4782.1:2004,893.0,30.0,82.3,75.7046979865772,2256.0,29.8,67.7483443708609,2046.0,30.2,Australia,98548,Approved,2021-10-29,,Class 2,Available,,http://www.hitachi.com.au/products/product-categories/consumer-products.html,FD-30-E-G13-26/900,28.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,Sylvania,Thailand,50Hz,FL40T12/840-4000K-RS,,AS/NZS 4782.1:2004,1200.0,40.0,86.0,82.2020725388601,3173.0,38.6,72.3514211886305,2800.0,38.7,"Australia,New Zealand",99162,Approved,2021-06-17,,Class 3,Available,,,FD-40-E-G13-38/1200,38.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,Sylvania,Thailand,50Hz,FL20T12/840-4000K-RS,,AS/NZS 4782.1:2004,600.0,20.0,87.0,67.7777777777778,1281.0,18.9,58.6243386243386,1108.0,18.9,"Australia,New Zealand",99164,Approved,2021-05-31,,Class 1,Available,,,FD-20-E-G13-38/600,38.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,Sylvania,China,50Hz,F36W/840 - 218010,,AS/NZS 4782.1:2004,1200.0,36.0,81.6,85.2393617021277,3205.0,37.6,76.9066666666667,2884.0,37.5,"Australia,New Zealand",100643,Approved,2021-07-27,,Class 3,Available,http://www.havells-sylvania.com/,,FD-36-E-G13-26/1200,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,Sylvania,China,50Hz,F18W/840 - 218048,,AS/NZS 4782.1:2004,590.0,18.0,83.2,78.5483870967742,1461.0,18.6,70.4787234042553,1325.0,18.8,"Australia,New Zealand",100911,Approved,2021-08-02,,Class 1,Available,http://www.havells-sylvania.com/,,FD-18-E-G13-26/600,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,Sylvania,China,50Hz,218049,,,590.0,18.0,84.0,74.8826815642458,1340.4,17.9,66.0,1207.8,18.3,"Australia,Fiji,New Zealand",101062,Approved,2021-09-14,,Class 1,Available,,,FD-18-E-G13-26/600,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,Sylvania,China,50Hz,218048,,,590.0,18.0,83.0,74.5672808486879,1335.5,17.91,69.2596685082873,1253.6,18.1,"Australia,Fiji,New Zealand",101077,Approved,2021-09-09,,Class 1,Available,,,FD-18-E-G13-26/600,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,Sylvania,China,50Hz,212960,,,590.0,18.0,82.0,70.0655737704918,1282.2,18.3,63.4426229508197,1161.0,18.3,"Australia,Fiji,New Zealand",101078,Approved,2021-09-14,,Class 1,Available,,,FD-18-E-G13-26/600,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,Sylvania,China,50Hz,218050,,,590.0,18.0,81.0,70.7765363128492,1266.9,17.9,62.8804347826087,1157.0,18.4,"Australia,Fiji,New Zealand",101079,Approved,2021-09-13,,Class 1,Available,,,FD-18-E-G13-26/600,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,Sylvania,China,50Hz,218004,,,1200.0,36.0,84.0,87.3135135135135,3230.6,37.0,78.0081081081081,2886.3,37.0,"Australia,Fiji,New Zealand",101081,Approved,2021-09-14,,Class 3,Available,,,FD-36-E-G13-26/1200,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,Sylvania,China,50Hz,218010,,,1200.0,36.0,81.6,87.5837837837838,3240.6,37.0,81.5513513513514,3017.4,37.0,"Australia,Fiji,New Zealand",101082,Approved,2021-09-13,,Class 3,Available,,,FD-36-E-G13-26/1200,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,Sylvania,China,50Hz,212961,,,1200.0,36.0,83.0,84.6846361185984,3141.8,37.1,82.4646739130435,3034.7,36.8,"Australia,Fiji,New Zealand",101083,Approved,2021-08-15,,Class 3,Available,,,FD-36-E-G13-26/1200,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,Sylvania,China,50Hz,218006,,,1200.0,36.0,81.0,84.9810810810811,3144.3,37.0,78.6836461126005,2934.9,37.3,"Australia,Fiji,New Zealand",101084,Approved,2021-08-12,,Class 3,Available,,,FD-36-E-G13-26/1200,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,Sylvania,China,50Hz,218185,,,1500.0,58.0,83.0,87.6391231028668,5197.0,59.3,71.7263513513513,4246.2,59.2,"Australia,Fiji,New Zealand",101085,Approved,2021-08-15,,Class 4,Available,,,FD-58-E-G13-26/1500,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,Sylvania,China,50Hz,218144,,,1500.0,58.0,82.0,89.0608108108108,5272.4,59.2,80.9134125636672,4765.8,58.9,"Australia,Fiji,New Zealand",101086,Approved,2021-08-12,,Class 4,Available,,,FD-58-E-G13-26/1500,26.0
