ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Product Website,Representative Brand URL,Variable Output Compressor,Star Image Large,Star Image Small,Registration Number,Is variable speed,Type variable output,Var output compressor,Variable output rated as fixed sp,No HSPF,Rated Total Cool Capacity W,Rated cooling power input kW,Have T1 half cap results,T1_half_cap_power_rated,T1_half_cap_cooling_cap_rated,Have T1 min cap results,T1_min_cap_power_rated,T1_min_cap_cooling_cap_rated,Have low temp cool full cap results,Low temp cooling full cap power rated,Low temp cooling full cap rated,Have low temp cool half cap results,Low temp cooling half cap power rated,Low temp cooling half cap rated,Have low temp cool min cap results,Low temp cooling min cap power rated,Low temp cooling min cap rated,Rated Heating Capacity watts,Rated heating power input kW,H1_half_cap_power_rated,H1_half_cap_heat_cap_rated,Have H1 min cap results,H1_min_cap_power_rated,H1_min_cap_heat_cap_rated,Have H2 extended mode results,H2_ext_cap_power_rated,H2_ext_cap_heat_cap_rated,Have H2 full mode results,H2_full_cap_power_rated,H2_full_cap_heat_cap_rated,Have H2 half capacity results,H2_half_cap_power_rated,H2_half_cap_heat_cap_rated,Have H2 min capacity results,H2_min_cap_power_rated,H2_min_cap_heat_cap_rated,Have H3 extended mode results,H3_ext_cap_power_rated,H3_ext_cap_heat_cap_rated,Have H3 full mode results,H3_full_cap_power_rated,H3_full_cap_heat_cap_rated,Have H3 half capacity results,H3_half_cap_power_rated,H3_half_cap_heat_cap_rated,indoor_sound_level,outdoor_sound_level,Residential TCSPF_cold,Residential TCSPF_mixed,Residential TCSPF_hot,Commercial TCSPF_cold,Commercial TCSPF_mixed,Commercial TCSPF_hot,Residential tcec_cold,Residential tcec_mixed,Residential tcec_hot,Commercial tcec_cold,Commercial tcec_mixed,Commercial tcec_hot,c_star_cold,c_star_mixed,c_star_hot,Residential HSPF_cold,Residential HSPF_mixed,Residential HSPF_hot,Commercial HSPF_cold,Commercial HSPF_mixed,Commercial HSPF_hot,Residential thec_cold,Residential thec_mixed,Residential thec_hot,Commercial thec_cold,Commercial thec_mixed,Commercial thec_hot,h_star_cold,h_star_mixed,h_star_hot,Outdoor unit only,Have_water_tank,Rated cool power input with water,Rated cool cap with water W,Rated cool cap with water kW,Residential tcec_cold with water,Residential tcec_mixed with water,Residential tcec_hot with water,PIA inoperative power,Rated AEER,Rated ACOP
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CCA130S / EAA130S,,,ACTRON AIR,2.074,Ducted,Single Split System,,Air,,Australia,3.35,10.126,12.2,,0.0,0.0,0.0,,0.0,0.0,Enthalpy Test Room,3.5598,0.0,False,0.0,,7.0,0.0,0.0,0.0,,,,3.53485396812235,0.0,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",122911,2024-08-16,,Approved,Cooling Only,,Class 7,True,,,True,True,True,,3.5598,Unavailable,,,https://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4185,,,,,,,3.35,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6163,0.0
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CCA150S / EAA150S,,,ACTRON AIR,3.004,Ducted,Single Split System,,Air,,Australia,4.14,11.796,14.8,,0.0,0.0,0.0,,0.0,0.0,Enthalpy Test Room,3.4877,0.0,False,0.0,,7.0,0.0,0.0,0.0,,,,3.46789325424819,0.0,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",122912,2024-08-16,,Approved,Cooling Only,,Class 7,True,,,True,True,True,,3.4877,Unavailable,,,https://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4184,,,,,,,4.14,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5546,0.0
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CCA170S / EAA170S,,,ACTRON AIR,3.78,Ducted,Single Split System,,Air,,Australia,4.7,12.72,16.5,,0.0,0.0,0.0,,0.0,0.0,Enthalpy Test Room,3.4299,0.0,False,0.0,,7.0,0.0,0.0,0.0,,,,3.41273234476132,0.0,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",122914,2024-08-16,,Approved,Cooling Only,,Class 7,True,,,True,True,True,,3.4299,Unavailable,,,https://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4188,,,,,,,4.7,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4931,0.0
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CCA170T / EAA170S,,,ACTRON AIR,3.741,Ducted,Single Split System,,Air,,Australia,4.52,12.959,16.7,,0.0,0.0,0.0,,0.0,0.0,Enthalpy Test Room,3.6069,0.0,False,0.0,,7.0,0.0,0.0,0.0,,,,3.58811535870144,0.0,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",122915,2024-08-16,,Approved,Cooling Only,,Class 7,True,,,True,True,True,,3.6069,Unavailable,,,https://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4189,,,,,,,4.52,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6755,0.0
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CCA200T / EAA200S,,,ACTRON AIR,4.166,Ducted,Single Split System,,Air,,Australia,5.42,14.434,18.6,,0.0,0.0,0.0,,0.0,0.0,Enthalpy Test Room,3.3485,0.0,False,0.0,,7.0,0.0,0.0,0.0,,,,3.33390882075281,0.0,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",122921,2024-08-16,,Approved,Cooling Only,,Class 7,True,,,True,True,True,,3.3485,Unavailable,,,https://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4190,,,,,,,5.42,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4168,0.0
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,CCA230T / EAA230S,,,ACTRON AIR,4.95,Ducted,Single Split System,,Air,,Australia,6.14,17.15,22.1,,0.0,0.0,0.0,,0.0,0.0,Enthalpy Test Room,3.5186,0.0,False,0.0,,7.0,0.0,0.0,0.0,,,,3.50506359117224,0.0,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",122923,2024-08-16,,Approved,Cooling Only,,Class 11,True,,,True,True,True,,3.5186,Unavailable,,,https://www.actronair.com.au/,http://www.actronair.com.au,,,,AAC4191,,,,,,,6.14,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5855,0.0
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,1UH140P1ERK / ADH140H1ERG,,,Haier,1.5,Ducted,Single Split System,,Air,Air,China,4.15,11.8,13.3,570.0,0.0,0.0,0.0,420.0,4.29,15.5,Calorimeter Room,3.2736,3.9421,True,0.0,,9.0,9.0,0.0,0.0,,,,3.24936427595529,3.91324427168773,,,0.0,0.0,0.0,0.0,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",122928,2024-07-24,,Approved,Reverse Cycle,1350.0,Class 7,True,,,True,True,True,,3.2736,Available,,,,,True,,,AAC4140,,Variable output compressor,Inverter,,,,4.15,,,,,,,,,,,,,,,,,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1815,3.5876
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,1UH071N1ERG / AD71S2SM5FA,,,Haier,1.1,Ducted,Single Split System,,Air,Air,China,2.03,6.0,7.1,700.0,0.0,0.0,0.0,248.0,2.1,7.8,Calorimeter Room,3.5902,3.9995,True,0.0,,9.0,9.0,0.0,0.0,,,,3.53628566634755,3.9384575252581,,,0.0,0.0,0.0,0.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",122931,2024-07-24,,Approved,Reverse Cycle,1100.0,Class 6,True,,,True,True,True,,3.5902,Available,,,,,True,,,AAC4141,,Variable output compressor,Inverter,,,,2.03,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4459,3.6612
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,AD125S2SM5FA / 1UH125P1ERG,,,Haier,3.1,Ducted,Single Split System,,Air,Air,China,3.8,9.0,12.1,700.0,0.0,0.0,0.0,248.0,3.75,13.1,Calorimeter Room,3.19,3.651,True,0.0,,9.0,9.0,0.0,0.0,,,,3.16464452403078,3.62028594938177,,,0.0,0.0,0.0,0.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",122936,2024-07-22,,Approved,Reverse Cycle,1500.0,Class 7,True,,,True,True,True,,3.19,Available,,,,,True,,,AAC4136,,Variable output compressor,Inverter,,,,3.8,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1589,3.4652
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,1UH140P1ERG / AD140S2SM5FA,,,Haier,2.3,Ducted,Single Split System,,Air,Air,China,4.12,10.7,13.0,700.0,0.0,0.0,0.0,248.0,4.29,15.0,Calorimeter Room,3.171,3.6736,True,0.0,,9.0,9.0,0.0,0.0,,,,3.14777567154316,3.6472939280109,,,0.0,0.0,0.0,0.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",122937,2024-10-15,,Approved,Reverse Cycle,1500.0,Class 7,True,,,True,True,True,,3.171,Available,,,,,True,,,AAC4267,,Variable output compressor,Inverter,,,,4.12,,,,,,,,,,,,,,,,,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1322,3.4719
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,AD125S2SM5FA / 1UH125P1ERK,,,Haier,3.1,Ducted,Single Split System,,Air,Air,China,3.8,9.0,12.1,700.0,0.0,0.0,0.0,248.0,3.75,13.1,Calorimeter Room,3.2774,3.8652,True,0.0,,9.0,9.0,0.0,0.0,,,,3.25185683268231,3.83288221762261,,,0.0,0.0,0.0,0.0,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",122938,2024-07-22,,Approved,Reverse Cycle,1500.0,Class 7,True,,,True,True,True,,3.2774,Available,,,,,True,,,AAC4137,,Variable output compressor,Inverter,,,,3.8,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1589,3.4652
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.2:2012,AD140S2SM5FA / 1UH140P1ERK,,,Haier,2.3,Ducted,Single Split System,,Air,Air,China,4.11,10.7,13.0,700.0,0.0,0.0,0.0,248.0,4.29,15.0,Calorimeter Room,3.1848,3.6885,True,0.0,,9.0,9.0,0.0,0.0,,,,3.16139670504495,3.66268859814459,,,0.0,0.0,0.0,0.0,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",122939,2024-07-22,,Approved,Reverse Cycle,1500.0,Class 7,True,,,True,True,True,,3.1848,Available,,,,,True,,,AAC4138,,Variable output compressor,Inverter,,,,4.11,,,,,,,,,,,,,,,,,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1398,3.4719
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,SG010400001,,,Scandia,0.0,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.5,2.5,2.5,206.0,0.0,0.0,0.0,294.0,0.51,2.6,Calorimeter Room,5.1793,5.1146,True,0.0,,1.5,1.5,0.0,0.0,,,,5.12749718973712,5.0647028284654,,,5.755,5.6294,5.5,5.5,Calorimeter Room,Single,R32,Australia,122947,2024-08-28,,Approved,Reverse Cycle,910.0,Class 3,True,True,,True,True,True,,5.1793,Available,,,https://scandiastoves.com.au,https://scandiastoves.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_5.5_5.5.png,AAC4200,,Variable output compressor,Inverter,,,,0.5,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9498,5.0479
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,SG010400002,,,Scandia,0.35,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.7,3.0,3.35,220.0,0.0,0.0,0.0,315.0,0.72,3.4,Calorimeter Room,4.8097,4.8011,True,0.0,,1.5,1.5,0.0,0.0,,,,4.77509338560086,4.76749485546977,,,5.0502,5.035,5.0,5.0,Calorimeter Room,Single,R32,Australia,122948,2024-08-28,,Approved,Reverse Cycle,1010.0,Class 3,True,True,,True,True,True,,4.8097,Available,,,https://scandiastoves.com.au,https://scandiastoves.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_5_5.png,AAC4201,,Variable output compressor,Inverter,,,,0.7,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7513,4.6892
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,SG010400003,,,Scandia,0.5,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.19,4.6,5.1,258.0,0.0,0.0,0.0,340.0,1.18,5.1,Calorimeter Room,4.3041,4.3404,True,0.0,,1.5,1.5,0.0,0.0,,,,4.2858221413172,4.32180682461731,,,4.0716,4.1436,4.0,4.0,Calorimeter Room,Single,R32,Australia,122949,2024-08-28,,Approved,Reverse Cycle,1186.0,Class 4,True,True,,True,True,True,,4.3041,Available,,,https://scandiastoves.com.au,https://scandiastoves.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_4_4.png,AAC4199,,Variable output compressor,Inverter,,,,1.19,,,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2675,4.3035
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,RAV-SM307KRTP-A / RAV-SM304ATP-A,,,Toshiba,1.0,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,0.61,1.5,2.5,,0.0,,,,0.71,3.0,Calorimeter Room,3.9482,4.1306,True,55.8,,15.0,15.0,5.02158273381295,4.93569131832797,,,,3.64887094362195,3.85603776058739,,,2.7977,3.2121,2.5,3.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",122950,2024-11-21,,Approved,Reverse Cycle,,Class 3,True,True,,True,False,False,,3.9482,Unavailable,,,http://www.toshiba-aircon.in.th/,http://www.toshiba-aircon.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_3.png,AAC4134,,Variable output compressor,Inverter,,,,0.61,,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7839,3.9437
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,SG010400004,,,Scandia,1.0,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.8,6.3,7.3,258.0,0.0,0.0,0.0,340.0,2.1,8.0,Calorimeter Room,4.0155,3.7831,True,0.0,,1.5,1.5,0.0,0.0,,,,4.00426032106927,3.77403857487023,,,3.5085,3.0481,3.5,3.0,Calorimeter Room,Single,R32,Australia,122951,2024-08-29,,Approved,Reverse Cycle,1186.0,Class 4,True,True,,True,True,True,,4.0155,Available,,,https://scandiastoves.com.au,https://scandiastoves.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_3.png,AAC4202,,Variable output compressor,Inverter,,,,1.8,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0442,3.8003
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,RAV-SM407KRTP-A / RAV-SM404ATP-A,,,Toshiba,1.0,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,0.78,2.1,3.1,,0.0,,,,0.81,3.2,Calorimeter Room,3.8184,3.8667,True,57.2,,15.0,15.0,4.88154269972452,5.06158357771261,,,,3.59477879172924,3.64107286750317,,,2.6896,2.7821,2.5,2.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",122952,2024-11-26,,Approved,Reverse Cycle,,Class 3,True,True,,True,False,True,,3.8184,Unavailable,,,http://www.toshiba-aircon.in.th/,http://www.toshiba-aircon.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_2.5.png,AAC4135,,Variable output compressor,Inverter,,,,0.78,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7318,3.7179
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,DCES09WIFI,,,DIMPLEX,0.25,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.65,2.25,2.5,210.0,0.0,0.0,0.0,306.0,0.65,2.5,Calorimeter Room,3.8946,4.1111,True,0.0,,1.5,1.5,0.0,0.0,,,,3.86419924008184,4.0773332036884,,,3.2284,3.6547,3.0,3.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",122968,2024-07-30,,Approved,Reverse Cycle,814.0,Class 3,True,True,,True,True,True,,3.8946,Available,,,,http://www.dimplex.co.nz,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3_3.5.png,AAC4148,,Variable output compressor,Inverter,,,,0.65,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8164,3.8164
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,LNINV2610-D,,,LENNOX,0.49,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.68,2.11,2.6,,0.0,,,,0.73,2.8,Calorimeter Room,4.0087,3.8752,True,,,3.66,3.73,0.0,0.0,,,,3.93809082040426,3.80929316508978,,,3.3762,3.1186,3.0,3.0,Calorimeter Room,Single,R410A,"Australia,New Zealand",123031,2024-08-19,,Approved,Reverse Cycle,,Class 3,True,True,False,True,True,True,,4.0087,Available,,,http://www.gree.com/,http://www.lennoxaus.com.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3_3.png,AAC4142,,Variable output compressor,Inverter,,,,0.68,,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7552,3.7705
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,LNINV3510-D,,,LENNOX,0.807,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.95,2.693,3.5,,0.0,,,,1.03,3.85,Calorimeter Room,3.601,3.6441,True,92.2,,3.54,3.64,4.80108991825613,4.66985645933014,,,,3.55779720295152,3.60179993798,,,2.6156,2.7036,2.5,2.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",123066,2024-08-06,,Approved,Reverse Cycle,,Class 3,True,True,False,True,True,True,,3.601,Available,,,http://www.gree.com/,http://www.lennoxaus.com.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_2.5.png,AAC4146,,Variable output compressor,Inverter,,,,0.95,,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6384,3.6937
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,LNINV5210-D,,,LENNOX,1.341,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.59,3.859,5.2,,0.0,,,,1.79,5.85,Calorimeter Room,3.1299,3.1657,True,87.3,,5.0,5.0,3.60728744939271,4.32028985507246,,,,3.09808396900715,3.13648508642783,,,1.6962,1.773,1.5,1.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",123068,2024-08-06,,Approved,Reverse Cycle,,Class 4,True,True,False,True,True,True,,3.1299,Available,,,http://www.gree.com/,http://www.lennoxaus.com.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_1.5_1.5.png,AAC4145,,Variable output compressor,Inverter,,,,1.59,,,,,,,,,,,,,,,,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.236,3.2376
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,LNINV6310-D,,,LENNOX,1.725,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.93,4.575,6.3,,0.0,,,,1.93,6.3,Calorimeter Room,3.2103,3.0979,True,84.2,,5.0,5.0,3.48214285714286,3.62386363636364,,,,3.18226499042889,3.071934254171,,,1.8645,1.6439,1.5,1.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",123070,2024-08-06,,Approved,Reverse Cycle,,Class 4,True,True,False,True,True,True,,3.2103,Available,,,http://www.gree.com/,http://www.lennoxaus.com.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_1.5_1.5.png,AAC4144,,Variable output compressor,Inverter,,,,1.93,,,,,,,,,,,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2359,3.2359
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,LNINV7010-D,,,LENNOX,1.877,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.14,5.123,7.0,,0.0,,,,2.3,7.5,Calorimeter Room,3.1988,3.1622,True,87.2,,5.0,5.0,3.72474226804124,3.9005076142132,,,,3.17411753961368,3.13932074178766,,,1.8482,1.7786,1.5,1.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",123072,2024-08-06,,Approved,Reverse Cycle,,Class 4,True,True,False,True,True,True,,3.1988,Available,,,http://www.gree.com/,http://www.lennoxaus.com.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_1.5_1.5.png,AAC4143,,Variable output compressor,Inverter,,,,2.14,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2454,3.2371
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,LNINV8010-D,,,LENNOX,2.178,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.46,5.822,8.0,,0.0,,,,2.55,8.4,Calorimeter Room,3.1148,3.2496,True,87.6,,5.0,5.0,3.75251141552511,4.01623083859333,,,,3.09420204633659,3.22846470792098,,,1.6884,1.9569,1.5,1.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",123074,2024-08-06,,Approved,Reverse Cycle,,Class 4,True,True,False,True,True,True,,3.1148,Available,,,http://www.gree.com/,http://www.lennoxaus.com.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_1.5_1.5.png,AAC4147,,Variable output compressor,Inverter,,,,2.46,,,,,,,,,,,,,,,,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2298,3.2724
