ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Product Website,Representative Brand URL,Variable Output Compressor,Star Image Large,Star Image Small,Registration Number,Is variable speed,Type variable output,Var output compressor,Variable output rated as fixed sp,No HSPF,Rated Total Cool Capacity W,Rated cooling power input kW,Have T1 half cap results,T1_half_cap_power_rated,T1_half_cap_cooling_cap_rated,Have T1 min cap results,T1_min_cap_power_rated,T1_min_cap_cooling_cap_rated,Have low temp cool full cap results,Low temp cooling full cap power rated,Low temp cooling full cap rated,Have low temp cool half cap results,Low temp cooling half cap power rated,Low temp cooling half cap rated,Have low temp cool min cap results,Low temp cooling min cap power rated,Low temp cooling min cap rated,Rated Heating Capacity watts,Rated heating power input kW,H1_half_cap_power_rated,H1_half_cap_heat_cap_rated,Have H1 min cap results,H1_min_cap_power_rated,H1_min_cap_heat_cap_rated,Have H2 extended mode results,H2_ext_cap_power_rated,H2_ext_cap_heat_cap_rated,Have H2 full mode results,H2_full_cap_power_rated,H2_full_cap_heat_cap_rated,Have H2 half capacity results,H2_half_cap_power_rated,H2_half_cap_heat_cap_rated,Have H2 min capacity results,H2_min_cap_power_rated,H2_min_cap_heat_cap_rated,Have H3 extended mode results,H3_ext_cap_power_rated,H3_ext_cap_heat_cap_rated,Have H3 full mode results,H3_full_cap_power_rated,H3_full_cap_heat_cap_rated,Have H3 half capacity results,H3_half_cap_power_rated,H3_half_cap_heat_cap_rated,indoor_sound_level,outdoor_sound_level,Residential TCSPF_cold,Residential TCSPF_mixed,Residential TCSPF_hot,Commercial TCSPF_cold,Commercial TCSPF_mixed,Commercial TCSPF_hot,Residential tcec_cold,Residential tcec_mixed,Residential tcec_hot,Commercial tcec_cold,Commercial tcec_mixed,Commercial tcec_hot,c_star_cold,c_star_mixed,c_star_hot,Residential HSPF_cold,Residential HSPF_mixed,Residential HSPF_hot,Commercial HSPF_cold,Commercial HSPF_mixed,Commercial HSPF_hot,Residential thec_cold,Residential thec_mixed,Residential thec_hot,Commercial thec_cold,Commercial thec_mixed,Commercial thec_hot,h_star_cold,h_star_mixed,h_star_hot,Outdoor unit only,Have_water_tank,Rated cool power input with water,Rated cool cap with water W,Rated cool cap with water kW,Residential tcec_cold with water,Residential tcec_mixed with water,Residential tcec_hot with water,PIA inoperative power,Rated AEER,Rated ACOP
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.1:2012,AE-X12YWI/AY-X12YWI,,,SHARP,,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.765,,3.5,,,,,,0.795,3.55,Calorimeter Room,4.5833,4.5002,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,New Zealand",131005,2025-07-28,,Approved,Reverse Cycle,,Class 3,True,,,,,,,,Available,,,,,,,,AAC5050,True,Variable output compressor,Inverter,False,,3500.0,0.765,,350.0,1770.0,False,0.0,0.0,,699.21,3769.5,True,285.0,1910.0,False,0.0,0.0,3550.0,0.795,340.0,1790.0,False,0.0,0.0,False,0.0,0.0,,1050.0,3630.0,False,0.0,0.0,,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,47.5,56.0,5.727,5.582,6.039,7.685,6.897,6.678,167.0,260.0,755.0,329.0,433.0,980.0,4.0,4.0,4.5,4.094,4.521,4.848,4.273,4.631,4.838,1137.0,432.0,66.0,370.0,196.0,43.0,2.5,3.0,3.0,False,,0.0,0.0,0.0,,,,2.0,4.5351,4.4278
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.2:2012,RZA50CV1 / FDYAN50AV1,,,DAIKIN,,Ducted,Single Split System,,Air,Air,"Thailand,Australia",1.35,,5.0,,,,,,1.62,6.0,Enthalpy Test Room,3.6249,3.7077,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,New Zealand",131019,2025-08-14,,Approved,Reverse Cycle,,Class 6,True,,,,,,,,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,,,,AAC5155,True,Variable output compressor,Inverter,False,,5000.0,1.35,,560.0,2500.0,False,0.0,0.0,,1233.9,5385.0,False,511.84,2692.5,False,0.0,0.0,6000.0,1.62,610.0,3000.0,False,0.0,0.0,True,2150.0,5400.0,False,0.0,0.0,False,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,68.0,3.681,3.738,4.425,4.844,4.646,4.798,347.0,524.0,1443.0,723.0,895.0,1925.0,2.0,2.0,2.5,3.494,4.015,4.512,3.77,4.214,4.516,2277.0,852.0,150.0,734.0,388.0,101.0,1.5,2.5,3.0,False,,0.0,0.0,0.0,,,,15.345,3.5667,3.5888
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.2:2012,RZA60CV1 / FDYAN60AV1,,,DAIKIN,,Ducted,Single Split System,,Air,Air,"Thailand,Australia",1.78,,6.0,,,,,,1.95,7.0,Enthalpy Test Room,3.2407,3.4674,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,New Zealand",131020,2025-08-14,,Approved,Reverse Cycle,,Class 6,True,,,,,,,,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,,,,AAC5162,True,Variable output compressor,Inverter,False,,6000.0,1.78,,660.0,3000.0,False,0.0,0.0,,1626.92,6462.0,False,603.24,3231.0,False,0.0,0.0,7000.0,1.95,720.0,3500.0,False,0.0,0.0,True,2000.0,5100.0,False,0.0,0.0,False,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,68.0,3.777,3.768,4.362,4.928,4.679,4.738,412.0,632.0,1765.0,859.0,1073.0,2347.0,2.0,2.0,2.5,3.153,3.763,4.456,3.409,4.057,4.462,2933.0,1051.0,170.0,937.0,464.0,114.0,1.5,2.0,2.5,False,,0.0,0.0,0.0,,,,15.345,3.2753,3.4967
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.2:2012,RZA71CV1 / FDYAN71AV1,,,DAIKIN,,Ducted,Single Split System,,Air,Air,"Thailand,Australia",2.2,,7.1,,,,,,1.93,7.5,Enthalpy Test Room,3.2017,3.9624,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,New Zealand",131021,2025-08-14,,Approved,Reverse Cycle,,Class 6,True,,,,,,,,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,,,,AAC5156,True,Variable output compressor,Inverter,False,,7100.0,2.2,,750.0,3550.0,False,0.0,0.0,,2010.8,7646.7,False,685.5,3823.35,False,0.0,0.0,7500.0,1.93,830.0,3750.0,False,0.0,0.0,True,2200.0,6300.0,False,0.0,0.0,False,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,68.0,3.944,3.88,4.426,5.122,4.825,4.817,471.0,732.0,2064.0,982.0,1236.0,2736.0,2.0,2.0,2.5,3.409,3.847,4.168,3.599,3.956,4.157,2907.0,1099.0,189.0,951.0,506.0,126.0,1.5,2.0,2.5,False,,0.0,0.0,0.0,,,,15.345,3.1529,3.7843
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.2:2012,RZA85CV1 / FDYAN85AV1,,,DAIKIN,,Ducted,Single Split System,,Air,Air,"Thailand,Australia",2.53,,8.5,,,,,,2.8,10.0,Enthalpy Test Room,3.4531,3.542,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,New Zealand",131022,2025-08-14,,Approved,Reverse Cycle,,Class 6,True,,,,,,,,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,,,,AAC5163,True,Variable output compressor,Inverter,False,,8500.0,2.53,,992.0,4250.0,False,0.0,0.0,,2312.42,9154.5,False,906.688,4577.25,False,0.0,0.0,10000.0,2.8,1160.0,5000.0,False,0.0,0.0,True,3270.0,9000.0,False,0.0,0.0,False,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,70.0,3.903,3.851,4.289,4.855,4.595,4.608,580.0,895.0,2562.0,1252.0,1565.0,3435.0,2.0,2.0,2.5,3.318,3.668,3.97,3.483,3.777,3.964,3967.0,1518.0,246.0,1295.0,692.0,161.0,1.5,2.0,2.0,False,,0.0,0.0,0.0,,,,14.055,3.2978,3.5118
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.2:2012,RZA100CV1 / FDYAN100AV1,,,DAIKIN,,Ducted,Single Split System,,Air,Air,"Thailand,Australia",3.1,,10.0,,,,,,3.35,12.5,Enthalpy Test Room,3.2126,3.681,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,New Zealand",131023,2025-08-14,,Approved,Reverse Cycle,,Class 7,True,,,,,,,,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,,,,AAC5157,True,Variable output compressor,Inverter,False,,10000.0,3.1,,1150.0,5000.0,False,0.0,0.0,,2833.4,10770.0,False,1051.1,5385.0,False,0.0,0.0,12500.0,3.35,1500.0,6250.0,False,0.0,0.0,True,3300.0,9150.0,False,0.0,0.0,False,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,70.0,3.973,3.884,4.28,4.923,4.635,4.604,675.0,1050.0,3027.0,1457.0,1830.0,4049.0,2.0,2.0,2.5,3.035,3.484,3.85,3.162,3.62,3.837,5410.0,1986.0,307.0,1772.0,893.0,200.0,1.5,1.5,2.0,False,,0.0,0.0,0.0,,,,14.055,3.1771,3.6792
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.2:2012,RZA125CV1 / FDYAN125AV1,,,DAIKIN,,Ducted,Single Split System,,Air,Air,"Thailand,Australia",3.94,,12.5,,,,,,4.0,15.0,Enthalpy Test Room,3.0725,3.5938,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,New Zealand",131024,2025-08-19,,Approved,Reverse Cycle,,Class 7,True,,,,,,,,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,,,,AAC5170,True,Variable output compressor,Inverter,False,,12500.0,3.94,,1450.0,6250.0,False,0.0,0.0,,3601.16,13462.5,False,1325.3,6731.25,False,0.0,0.0,15000.0,4.0,1600.0,7500.0,False,0.0,0.0,True,3700.0,9700.0,False,0.0,0.0,False,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,72.0,4.02,3.905,4.255,4.923,4.623,4.568,842.0,1314.0,3815.0,1828.0,2300.0,5109.0,2.5,2.0,2.5,2.771,3.31,4.311,3.085,3.499,4.308,7099.0,2499.0,327.0,2173.0,1103.0,212.0,1.0,1.5,2.5,False,,0.0,0.0,0.0,,,,14.18,3.1345,3.7056
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.2:2012,RZA140CV1 / FDYAN140AV1,,,DAIKIN,,Ducted,Single Split System,,Air,Air,"Thailand,Australia",4.3,,14.0,,,,,,4.5,16.5,Enthalpy Test Room,3.261,3.6228,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,New Zealand",131028,2025-08-19,,Approved,Reverse Cycle,,Class 7,True,,,,,,,,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,,,,AAC5171,True,Variable output compressor,Inverter,False,,14000.0,4.3,,1700.0,7000.0,False,0.0,0.0,,3930.2,15078.0,False,1553.8,7539.0,False,0.0,0.0,16500.0,4.5,1950.0,8250.0,False,0.0,0.0,True,4250.0,12000.0,False,0.0,0.0,False,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,73.0,3.968,3.872,4.194,4.784,4.51,4.479,959.0,1489.0,4339.0,2111.0,2646.0,5839.0,2.0,2.0,2.5,3.053,3.509,3.904,3.189,3.661,3.893,7089.0,2591.0,390.0,2311.0,1158.0,251.0,1.5,2.0,2.0,False,,0.0,0.0,0.0,,,,14.18,3.2199,3.628
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.2:2012,RZA160CV1 / FDYAN160AV1,,,DAIKIN,,Ducted,Single Split System,,Air,Air,"Thailand,Australia",4.95,,15.5,,,,,,4.9,18.0,Enthalpy Test Room,3.0873,3.4379,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,New Zealand",131029,2025-08-14,,Approved,Reverse Cycle,,Class 7,True,,,,,,,,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,,,,AAC5158,True,Variable output compressor,Inverter,False,,15500.0,4.95,,1950.0,7750.0,False,0.0,0.0,,4524.3,16693.5,False,1782.3,8346.75,False,0.0,0.0,18000.0,4.9,2150.0,9000.0,False,0.0,0.0,True,4050.0,13000.0,False,0.0,0.0,False,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,75.0,3.865,3.762,4.053,4.636,4.365,4.325,1094.0,1702.0,4976.0,2417.0,3030.0,6700.0,2.0,2.0,2.5,3.117,3.533,3.865,3.216,3.547,3.853,7571.0,2804.0,426.0,2497.0,1300.0,274.0,1.5,2.0,2.0,False,,0.0,0.0,0.0,,,,14.18,3.1013,3.6379
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.1:2012,AE-X18YWI/AY-X18YWI,,,SHARP,,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.365,,5.35,,,,,,1.28,5.25,Calorimeter Room,3.9821,4.1078,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,New Zealand",131036,2025-07-28,,Approved,Reverse Cycle,,Class 4,True,,,,,,,,Available,,,,,,,,AAC5048,True,Variable output compressor,Inverter,False,,5350.0,1.365,,585.0,2700.0,False,0.0,0.0,,1247.61,5761.95,False,534.69,2907.9,False,0.0,0.0,5250.0,1.28,560.0,2600.0,False,0.0,0.0,False,0.0,0.0,,1690.0,4750.0,False,0.0,0.0,,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,49.5,59.3,4.76,4.627,4.893,5.534,5.218,5.18,311.0,483.0,1428.0,703.0,879.0,1935.0,3.0,3.0,3.0,3.466,3.871,4.269,3.682,4.031,4.272,1982.0,742.0,108.0,633.0,330.0,69.0,1.5,2.0,2.5,False,,0.0,0.0,0.0,,,,2.0,3.9001,4.08
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.1:2012,AE-X24YWI/AY-X24YWI,,,SHARP,,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.03,,7.55,,,,,,2.235,8.45,Calorimeter Room,3.7258,3.7808,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,New Zealand",131046,2025-07-29,,Approved,Reverse Cycle,,Class 4,True,,,,,,,,Available,,,,,,,,AAC5066,True,Variable output compressor,Inverter,False,,7550.0,2.03,,770.0,3845.0,False,0.0,0.0,,1855.42,8131.35,False,703.78,4141.065,False,0.0,0.0,8450.0,2.235,845.0,4250.0,False,0.0,0.0,False,0.0,0.0,,2425.0,7200.0,False,0.0,0.0,,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,50.7,62.5,5.005,4.789,5.04,5.881,5.493,5.371,419.0,660.0,1958.0,935.0,1180.0,2635.0,3.5,3.0,3.5,3.568,4.078,4.605,3.853,4.295,4.613,3097.0,1131.0,159.0,971.0,497.0,100.0,2.0,2.5,3.0,False,,0.0,0.0,0.0,,,,2.0,3.7069,3.7694
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,MFAB26NB/MFAB26WB,MFAB26N*/MFAB26W*,,Midea,0.211,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.52,2.289,2.5,189.0,0.0,0.0,0.0,297.0,0.67,3.2,Calorimeter Room,4.8471,4.7794,True,0.0,,1.0,1.0,0.0,0.0,,,,4.81716021816318,4.75547910673508,,,5.1343,5.011,5.0,5.0,Calorimeter Room,Single,R32,New Zealand,131096,2120-07-28,,Approved,Reverse Cycle,802.0,Class 3,True,True,,True,True,True,,4.8471,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_5_5.png,ZAC0690,,Variable output compressor,Inverter,,,,0.52,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7766,4.7521
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,MFAB26N/MFAB26W,MFAB26N*/MFAB26W*,,Midea,0.211,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.52,2.289,2.5,189.0,0.0,0.0,0.0,297.0,0.67,3.2,Calorimeter Room,4.8471,4.7794,True,0.0,,1.0,1.0,0.0,0.0,,,,4.81716021816318,4.75547910673508,,,5.1343,5.011,5.0,5.0,Calorimeter Room,Single,R32,New Zealand,131096,2120-07-28,,Approved,Reverse Cycle,802.0,Class 3,True,True,,True,True,True,,4.8471,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_5_5.png,ZAC0690,,Variable output compressor,Inverter,,,,0.52,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7766,4.7521
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,MFAB26N*/MFAB26W*,MFAB26N*/MFAB26W*,,Midea,0.211,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.52,2.289,2.5,189.0,0.0,0.0,0.0,297.0,0.67,3.2,Calorimeter Room,4.8471,4.7794,True,0.0,,1.0,1.0,0.0,0.0,,,,4.81716021816318,4.75547910673508,,,5.1343,5.011,5.0,5.0,Calorimeter Room,Single,R32,New Zealand,131096,2120-07-28,,Approved,Reverse Cycle,802.0,Class 3,True,True,,True,True,True,,4.8471,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_5_5.png,ZAC0690,,Variable output compressor,Inverter,,,,0.52,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7766,4.7521
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,MFAU50NB&MFAU50WB,MFAU50N*&MFAU50W*,,Midea,1.02,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.24,3.98,5.0,226.0,0.0,0.0,0.0,335.0,1.49,6.0,Calorimeter Room,4.0238,4.2394,True,0.0,,1.0,1.0,0.0,0.0,,,,4.01301347146986,4.22925292147692,,,3.526,3.9585,3.5,3.5,Calorimeter Room,Single,R32,New Zealand,131103,2120-07-28,,Approved,Reverse Cycle,1080.0,Class 4,True,True,,True,True,True,,4.0238,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_3.5.png,ZAC0691,,Variable output compressor,Inverter,,,,1.24,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0213,4.0177
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,MFAU50N*&MFAU50W*,MFAU50N*&MFAU50W*,,Midea,1.02,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.24,3.98,5.0,226.0,0.0,0.0,0.0,335.0,1.49,6.0,Calorimeter Room,4.0238,4.2394,True,0.0,,1.0,1.0,0.0,0.0,,,,4.01301347146986,4.22925292147692,,,3.526,3.9585,3.5,3.5,Calorimeter Room,Single,R32,New Zealand,131103,2120-07-28,,Approved,Reverse Cycle,1080.0,Class 4,True,True,,True,True,True,,4.0238,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_3.5.png,ZAC0691,,Variable output compressor,Inverter,,,,1.24,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0213,4.0177
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,MFAU50N&MFAU50W,MFAU50N*&MFAU50W*,,Midea,1.02,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.24,3.98,5.0,226.0,0.0,0.0,0.0,335.0,1.49,6.0,Calorimeter Room,4.0238,4.2394,True,0.0,,1.0,1.0,0.0,0.0,,,,4.01301347146986,4.22925292147692,,,3.526,3.9585,3.5,3.5,Calorimeter Room,Single,R32,New Zealand,131103,2120-07-28,,Approved,Reverse Cycle,1080.0,Class 4,True,True,,True,True,True,,4.0238,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_3.5.png,ZAC0691,,Variable output compressor,Inverter,,,,1.24,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0213,4.0177
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,MFAB70NB/MFAB70WB,MFAB70N*/MFAB70W*,,Midea,1.68,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.02,5.32,7.0,226.0,0.0,0.0,0.0,335.0,2.27,8.0,Calorimeter Room,3.5155,3.5844,True,0.0,,1.0,1.0,0.0,0.0,,,,3.50955928552195,3.57873019725726,,,2.5191,2.6575,2.5,2.5,Calorimeter Room,Single,R32,New Zealand,131106,2120-07-28,,Approved,Reverse Cycle,1080.0,Class 4,True,True,,True,True,True,,3.5155,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_2.5.png,ZAC0692,,Variable output compressor,Inverter,,,,2.02,,,,,,,,,,,,,,,,,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4596,3.519
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,MFAB70N/MFAB70W,MFAB70N*/MFAB70W*,,Midea,1.68,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.02,5.32,7.0,226.0,0.0,0.0,0.0,335.0,2.27,8.0,Calorimeter Room,3.5155,3.5844,True,0.0,,1.0,1.0,0.0,0.0,,,,3.50955928552195,3.57873019725726,,,2.5191,2.6575,2.5,2.5,Calorimeter Room,Single,R32,New Zealand,131106,2120-07-28,,Approved,Reverse Cycle,1080.0,Class 4,True,True,,True,True,True,,3.5155,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_2.5.png,ZAC0692,,Variable output compressor,Inverter,,,,2.02,,,,,,,,,,,,,,,,,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4596,3.519
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,MFAB70N*/MFAB70W*,MFAB70N*/MFAB70W*,,Midea,1.68,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.02,5.32,7.0,226.0,0.0,0.0,0.0,335.0,2.27,8.0,Calorimeter Room,3.5155,3.5844,True,0.0,,1.0,1.0,0.0,0.0,,,,3.50955928552195,3.57873019725726,,,2.5191,2.6575,2.5,2.5,Calorimeter Room,Single,R32,New Zealand,131106,2120-07-28,,Approved,Reverse Cycle,1080.0,Class 4,True,True,,True,True,True,,3.5155,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_2.5.png,ZAC0692,,Variable output compressor,Inverter,,,,2.02,,,,,,,,,,,,,,,,,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4596,3.519
[Unitary Single-Duct] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.5:2015,EPA16A,,,Excelair,,Non Ducted,Portable,,,,China,1.5,,4.0,,,,,,0.0,0.0,Calorimeter Room,2.7816,0.0,,,,,,,,,,,,,,,,,,,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",131114,2025-08-13,,Approved,Cooling Only,,,,,,,,,,,Available,,,http://www.gbi.com.au,,,,,AAC5151,False,,,,,4000.0,1.5,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3,,,,,,,,818.0,1260.0,3370.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,,2.6667,0.0
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,MFAB35NB/MFAB35WB,MFAB35N*/MFAB35W*,,Midea,0.35,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.82,3.15,3.5,297.0,0.0,0.0,0.0,189.0,0.93,4.0,Calorimeter Room,4.2771,4.2688,True,0.0,,1.0,1.0,0.0,0.0,,,,4.25976145335861,4.2533587606334,,,4.0195,4.0067,4.0,4.0,Calorimeter Room,Single,R32,New Zealand,131116,2120-07-28,,Approved,Reverse Cycle,802.0,Class 3,True,True,,True,True,True,,4.2771,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_4_4.png,ZAC0693,,Variable output compressor,Inverter,,,,0.82,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2508,4.2855
