Record ID,Status,Brand Name,Model Number,Family Name,Selling Countries,Manufacturing Countries,Product Website,Representative Brand URL,Availability,Expiry Date
91861,Approved,PB Manukau,WKSPBMN282207-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2115-07-22
91862,Approved,PB Manukau,WKSPBMN282614-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2115-07-22
91863,Approved,PB Manukau,WKSPBMN282901-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2115-07-22
91865,Approved,PB Manukau,WKSPBMN283041-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2115-07-22
91866,Approved,PB Manukau,WKSPBMN283840-a,,New Zealand,New Zealand,,http://pbtech.co.nz/,Unavailable,2115-10-08
91887,Approved,PB,WKSPBDT250127-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2115-07-22
91895,Approved,PB,WKSPBDT250666-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2115-07-22
91940,Approved,PB,WKSPBDT250667-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2115-07-22
91956,Approved,PB,WKSPB050045-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-07-22
91959,Approved,PB,WKSPB049952-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-07-22
91960,Approved,PB,WKSPB049914-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-07-22
91964,Approved,PB,WKSPBDT250950-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2115-07-22
92026,Approved,PB,WKSPBDT250805-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2115-07-27
92037,Approved,PB,WKSPBNS20720ea000197-a,,New Zealand,New Zealand,,,Unavailable,2115-07-27
92038,Approved,PB,WKSPBNS152581-a,,New Zealand,New Zealand,,,Unavailable,2115-07-27
92039,Approved,PB,WKSPBNS152493-a,,New Zealand,New Zealand,,,Unavailable,2115-07-27
92040,Approved,PB,WKSPBNS153354-a,,New Zealand,New Zealand,,,Unavailable,2115-07-27
92041,Approved,PB,WKSPBNS153533-a,,New Zealand,New Zealand,,,Unavailable,2115-07-27
92042,Approved,PB,WKSPBNS155301-a,,New Zealand,New Zealand,,,Unavailable,2115-07-27
92043,Approved,PB,WKSPBNS156046-a,,New Zealand,New Zealand,,,Unavailable,2115-07-27
92044,Approved,PB,WKSPBNS147064-a,,New Zealand,New Zealand,,,Unavailable,2115-07-27
92045,Approved,PB,WKSPBNS149538-a,,New Zealand,New Zealand,,,Unavailable,2115-07-27
92047,Approved,PB,WKSPBNS149829-a,,New Zealand,New Zealand,,,Unavailable,2115-07-27
92048,Approved,PB,WKSPBNS151901-a,,New Zealand,New Zealand,,,Unavailable,2115-07-27
92070,Approved,HP,HP ProDesk 400 G3 MT Business PC-b,,"Australia,New Zealand",Australia,,,Available,2020-09-23
92143,Approved,PB,wkspb078492-d,,New Zealand,New Zealand,,,Unavailable,2115-07-30
92144,Approved,PB,wkspb078581-d,,New Zealand,New Zealand,,,Unavailable,2115-07-30
92145,Approved,PB,wkspb078694-b,,New Zealand,New Zealand,,,Unavailable,2115-07-30
92218,Approved,HP,HP ProDesk 490 G3 MT Business PC-b,,"Australia,New Zealand",Australia,,,Available,2020-09-28
92224,Approved,HP,HP ProDesk 400 G3 MT Business PC-d,,"Australia,New Zealand",Australia,,,Available,2020-09-06
92239,Approved,HP,HP ProDesk 400 G3 SFF Business PC-b,,"Australia,New Zealand",Australia,,,Available,2020-10-28
92246,Approved,PB,WKSPBDT252147-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2115-08-03
92255,Approved,PB,WKSPBDT251768-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2115-08-03
92325,Approved,PB,wkspb078960-d,,New Zealand,New Zealand,,,Unavailable,2115-08-06
92327,Approved,PB,wkspb079566-d,,New Zealand,New Zealand,,,Unavailable,2115-08-06
92382,Approved,PB,wkspb079704-b,,New Zealand,New Zealand,,,Unavailable,2115-08-07
92383,Approved,PB,WKSPB080067-d,,New Zealand,New Zealand,,,Unavailable,2115-08-07
92404,Approved,PB,wkspbdt253134-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2115-08-11
92421,Approved,PB,WKSPBDT253490-a,,New Zealand,New Zealand,,http://www.pbtech.co.nz/,Unavailable,2115-08-11
92454,Approved,Intel®,NUC5PGYH-c,NUC5PGYH-c,"Australia,New Zealand",China,http://www.intel.com/content/www/us/en/nuc/overview.html,http://www.intel.com/,Available,2020-09-11
92454,Approved,Intel®,NUC5PGYHR-c,NUC5PGYH-c,"Australia,New Zealand",China,http://www.intel.com/content/www/us/en/nuc/overview.html,http://www.intel.com/,Available,2020-09-11
92457,Approved,PB,wkspb080408-d,,New Zealand,New Zealand,,,Unavailable,2115-08-12
92458,Approved,PB,WKSPB080594-d,,New Zealand,New Zealand,,,Unavailable,2115-08-12
92459,Approved,PB,WKSPB081065-d,,New Zealand,New Zealand,,,Unavailable,2115-08-12
92467,Approved,Fujitsu,ESPRIMO D556-d,ESPRIMO D556-d,"Australia,Fiji,New Zealand",Germany,http://www.fujitsu.com/fts/,http://www.fujitsu.com/global/,Available,2020-09-17
92467,Approved,Fujitsu,ESPRIMO D556/E85+-d,ESPRIMO D556-d,"Australia,Fiji,New Zealand",Germany,http://www.fujitsu.com/fts/,http://www.fujitsu.com/global/,Available,2020-09-17
92467,Approved,Fujitsu,ESPRIMO D556/E90+-d,ESPRIMO D556-d,"Australia,Fiji,New Zealand",Germany,http://www.fujitsu.com/fts/,http://www.fujitsu.com/global/,Available,2020-09-17
92486,Approved,PB,wkspb081140-d,,New Zealand,New Zealand,,,Unavailable,2115-08-12
92578,Approved,PB,WKSPBNS154496-a,,New Zealand,New Zealand,,,Unavailable,2115-08-17
92579,Approved,PB,WKSPBNS151310-a,,New Zealand,New Zealand,,,Unavailable,2115-08-17
92580,Approved,PB,WKSPBNS148265-a,,New Zealand,New Zealand,,,Unavailable,2115-08-17
92582,Approved,PB,WKSPBNS151958-a,,New Zealand,New Zealand,,,Unavailable,2115-08-17
92585,Approved,PB,WKSPBNS156466-a,,New Zealand,New Zealand,,,Unavailable,2115-08-17
92673,Approved,PB,wkspb081014-b,,New Zealand,New Zealand,,,Unavailable,2115-08-21
92674,Approved,PB,WKSPB081668-d,,New Zealand,New Zealand,,,Unavailable,2115-08-21
92684,Approved,PB,WKSPBHD325573-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-08-21
92687,Approved,PB,WKSPBHD324823-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-08-21
92689,Approved,PB,WKSPBHD324888-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-08-21
92693,Approved,PB,WKSPBHD325092-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-08-21
92698,Approved,PB,WKSPBHD325260-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-08-21
92701,Approved,PB,WKSPBHD325255-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-08-21
92721,Approved,PB,WKSPBHD325705-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-08-21
92741,Approved,PB,WKSPBHD325981-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-08-24
92742,Approved,PB,WKSPBHD325959-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-08-24
92743,Approved,PB,WKSPBHD326366-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-08-24
92761,Approved,PB,WKSPBNS377719-a,,New Zealand,New Zealand,,,Unavailable,2115-08-24
92762,Approved,PB,WKSPBNS152282-a,,New Zealand,New Zealand,,,Unavailable,2115-08-24
92763,Approved,PB,WKSPBNS150129-a,,New Zealand,New Zealand,,,Unavailable,2115-08-24
92765,Approved,PB,WKSPBNS148324-a,,New Zealand,New Zealand,,,Unavailable,2115-08-24
92766,Approved,PB,WKSPBNS152584-a,,New Zealand,New Zealand,,,Unavailable,2115-08-24
92767,Approved,PB,WKSPBNS155619-a,,New Zealand,New Zealand,,,Unavailable,2115-08-24
92768,Approved,PB,WKSPBNS156370-a,,New Zealand,New Zealand,,,Unavailable,2115-08-24
92769,Approved,PB,WKSPBNS155703-a,,New Zealand,New Zealand,,,Unavailable,2115-08-24
92770,Approved,PB,WKSPBNS155704-a,,New Zealand,New Zealand,,,Unavailable,2115-08-24
92771,Approved,PB,WKSPBNS155700-a,,New Zealand,New Zealand,,,Unavailable,2115-08-24
92772,Approved,PB,WKSPBNS145144-a,,New Zealand,New Zealand,,,Unavailable,2115-08-24
92803,Approved,PB,WKSPBHD328770-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-08-26
92804,Approved,PB,WKSPBHD328914-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-08-26
92834,Approved,PB,WKSPBHD329955-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-08-27
92835,Approved,PB,WKSPBHD329934-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-08-27
92836,Approved,PB,WKSPBHD338922-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Available,2115-09-07
92851,Approved,HP,HP ProBook 455 G3 Notebook PC-b,HP ProBook 455 G3 Notebook PC-b,"Australia,Fiji,New Zealand",China,,,Available,2020-09-04
92851,Approved,HP,HSTNN-Q94C-b,HP ProBook 455 G3 Notebook PC-b,"Australia,Fiji,New Zealand",China,,,Available,2020-09-04
92866,Approved,HP,HP ProBook 455 G3 Notebook PC-a,HP ProBook 455 G3 Notebook PC-a,"Australia,Fiji,New Zealand",China,,,Available,2020-09-03
92866,Approved,HP,HSTNN-Q94C-a,HP ProBook 455 G3 Notebook PC-a,"Australia,Fiji,New Zealand",China,,,Available,2020-09-03
92895,Approved,msi,GS70 6QC Stealth-c,"MS-1776, GS70 6QC Stealth,GS72 6QC Stealth, GS70 6QD Stealth, GS72 6QD Stealth, WS72 6QH, WS72 6QI, WS72 6QJ-c","Australia,Fiji,New Zealand",China,http://www.msi.com/,,Unavailable,2020-09-04
92895,Approved,msi,GS70 6QD Stealth-c,"MS-1776, GS70 6QC Stealth,GS72 6QC Stealth, GS70 6QD Stealth, GS72 6QD Stealth, WS72 6QH, WS72 6QI, WS72 6QJ-c","Australia,Fiji,New Zealand",China,http://www.msi.com/,,Unavailable,2020-09-04
92895,Approved,msi,GS72 6QC Stealth-c,"MS-1776, GS70 6QC Stealth,GS72 6QC Stealth, GS70 6QD Stealth, GS72 6QD Stealth, WS72 6QH, WS72 6QI, WS72 6QJ-c","Australia,Fiji,New Zealand",China,http://www.msi.com/,,Unavailable,2020-09-04
92895,Approved,msi,GS72 6QD Stealth-c,"MS-1776, GS70 6QC Stealth,GS72 6QC Stealth, GS70 6QD Stealth, GS72 6QD Stealth, WS72 6QH, WS72 6QI, WS72 6QJ-c","Australia,Fiji,New Zealand",China,http://www.msi.com/,,Unavailable,2020-09-04
92895,Approved,msi,MS-1776-c,"MS-1776, GS70 6QC Stealth,GS72 6QC Stealth, GS70 6QD Stealth, GS72 6QD Stealth, WS72 6QH, WS72 6QI, WS72 6QJ-c","Australia,Fiji,New Zealand",China,http://www.msi.com/,,Unavailable,2020-09-04
92895,Approved,msi,"MS-1776, GS70 6QC Stealth,GS72 6QC Stealth, GS70 6QD Stealth, GS72 6QD Stealth, WS72 6QH, WS72 6QI, WS72 6QJ-c","MS-1776, GS70 6QC Stealth,GS72 6QC Stealth, GS70 6QD Stealth, GS72 6QD Stealth, WS72 6QH, WS72 6QI, WS72 6QJ-c","Australia,Fiji,New Zealand",China,http://www.msi.com/,,Unavailable,2020-09-04
92895,Approved,msi,WS72 6QH-c,"MS-1776, GS70 6QC Stealth,GS72 6QC Stealth, GS70 6QD Stealth, GS72 6QD Stealth, WS72 6QH, WS72 6QI, WS72 6QJ-c","Australia,Fiji,New Zealand",China,http://www.msi.com/,,Unavailable,2020-09-04
92895,Approved,msi,WS72 6QI-c,"MS-1776, GS70 6QC Stealth,GS72 6QC Stealth, GS70 6QD Stealth, GS72 6QD Stealth, WS72 6QH, WS72 6QI, WS72 6QJ-c","Australia,Fiji,New Zealand",China,http://www.msi.com/,,Unavailable,2020-09-04
92895,Approved,msi,WS72 6QJ-c,"MS-1776, GS70 6QC Stealth,GS72 6QC Stealth, GS70 6QD Stealth, GS72 6QD Stealth, WS72 6QH, WS72 6QI, WS72 6QJ-c","Australia,Fiji,New Zealand",China,http://www.msi.com/,,Unavailable,2020-09-04
92910,Approved,hp,725-a,,"Australia,New Zealand","China,United States of America",http://hp.com/,,Unavailable,2020-09-11
92913,Approved,hp,745-a,,"Australia,New Zealand","United States of America,China",http://hp.com/,,Unavailable,2020-09-11
92914,Approved,hp,755-a,,"Australia,New Zealand","China,United States of America",http://hp.com/,,Unavailable,2020-09-11
92956,Approved,HP,HP Chromebook 14-a,TPN-Q167-a,"Australia,Fiji,New Zealand",China,,,Available,2020-09-03
92956,Approved,HP,HP Chromebook 14 G4-a,TPN-Q167-a,"Australia,Fiji,New Zealand",China,,,Available,2020-09-03
92956,Approved,HP,TPN-Q167-a,TPN-Q167-a,"Australia,Fiji,New Zealand",China,,,Available,2020-09-03
92963,Approved,HP,210-a,210-a,"Australia,New Zealand","United States of America,China",http://hp.com/,,Available,2020-09-15
92963,Approved,HP,HP x2 210 G1 Tablet-a,210-a,"Australia,New Zealand","United States of America,China",http://hp.com/,,Available,2020-09-15
92963,Approved,HP,TPN-I123-a,210-a,"Australia,New Zealand","United States of America,China",http://hp.com/,,Available,2020-09-15
92964,Approved,hp,HP Pavillion x2 10-a,TPN-I122-a,"Australia,New Zealand","United States of America,China",http://hp.com/,,Available,2020-09-04
92964,Approved,hp,HP Pavillion x2-a,TPN-I122-a,"Australia,New Zealand","United States of America,China",http://hp.com/,,Available,2020-09-04
92964,Approved,hp,HP Pavillion x2 Detachable 10-a,TPN-I122-a,"Australia,New Zealand","United States of America,China",http://hp.com/,,Available,2020-09-04
92964,Approved,hp,HP Pavillion x2 Detachable-a,TPN-I122-a,"Australia,New Zealand","United States of America,China",http://hp.com/,,Available,2020-09-04
92964,Approved,hp,TPN-I122-a,TPN-I122-a,"Australia,New Zealand","United States of America,China",http://hp.com/,,Available,2020-09-04
92965,Approved,HP,HP ProBook 430 G3 Notebook PC-b,HP ProBook 430 G3 Notebook PC-b,"Australia,Fiji,New Zealand",China,,,Available,2020-09-03
92965,Approved,HP,HP ProBook 470 G3 Notebook PC-b,HP ProBook 430 G3 Notebook PC-b,"Australia,Fiji,New Zealand",China,,,Available,2020-09-03
92965,Approved,HP,HSTNN-Q97C-b,HP ProBook 430 G3 Notebook PC-b,"Australia,Fiji,New Zealand",China,,,Available,2020-09-03
92981,Approved,TOSHIBA,Toshiba CB30-C-a,"Toshiba CB30-C*******, Toshiba CB35-C*******-a","Australia,Fiji,New Zealand",China,,,Available,2020-09-04
92981,Approved,TOSHIBA,"Toshiba CB30-C*******, Toshiba CB35-C*******-a","Toshiba CB30-C*******, Toshiba CB35-C*******-a","Australia,Fiji,New Zealand",China,,,Available,2020-09-04
92981,Approved,TOSHIBA,Toshiba CB35-C-a,"Toshiba CB30-C*******, Toshiba CB35-C*******-a","Australia,Fiji,New Zealand",China,,,Available,2020-09-04
93015,Approved,"Micro-Star International Co., Ltd",MS-A615-b,,Australia,Taiwan,,,Available,2020-09-03
93016,Approved,"Micro-Star International Co., Ltd",GS60 6QD Ghost-c,MS-16H7-c,Australia,China,,,Available,2020-09-04
93016,Approved,"Micro-Star International Co., Ltd",GS60 6QE Ghost Pro-c,MS-16H7-c,Australia,China,,,Available,2020-09-04
93016,Approved,"Micro-Star International Co., Ltd",MS-16H7-c,MS-16H7-c,Australia,China,,,Available,2020-09-04
93025,Approved,"Micro-Star International Co., Ltd",MS-AF19-d,,Australia,China,,,Available,2020-09-03
93026,Approved,"Micro-Star International Co., Ltd",GS60 6QC Ghost-c,MS-16H8-c,,China,,,Available,2020-09-08
93026,Approved,"Micro-Star International Co., Ltd",MS-16H8-c,MS-16H8-c,,China,,,Available,2020-09-08
93026,Approved,"Micro-Star International Co., Ltd",PX60 6QD-c,MS-16H8-c,,China,,,Available,2020-09-08
93026,Approved,"Micro-Star International Co., Ltd",WS60 6QH-c,MS-16H8-c,,China,,,Available,2020-09-08
93026,Approved,"Micro-Star International Co., Ltd",WS60 6QI-c,MS-16H8-c,,China,,,Available,2020-09-08
93026,Approved,"Micro-Star International Co., Ltd",WS60 6QJ-c,MS-16H8-c,,China,,,Available,2020-09-08
93026,Approved,"Micro-Star International Co., Ltd",WS60 7RJ,MS-16H8-c,,China,,,Available,2020-09-08
93035,Approved,PB,WKSPBHD339816-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Available,2115-09-07
93036,Approved,PB,WKSPBHD338311-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Available,2115-09-07
93039,Approved,"Micro-Star International Co., Ltd",GT80 2QC Titan-c,MS-1812-c,Australia,China,,,Available,2020-09-06
93039,Approved,"Micro-Star International Co., Ltd",GT80 2QC Titan SLI-c,MS-1812-c,Australia,China,,,Available,2020-09-06
93039,Approved,"Micro-Star International Co., Ltd",GT80 2QD Titan-c,MS-1812-c,Australia,China,,,Available,2020-09-06
93039,Approved,"Micro-Star International Co., Ltd",GT80 2QD Titan SLI-c,MS-1812-c,Australia,China,,,Available,2020-09-06
93039,Approved,"Micro-Star International Co., Ltd",GT80 2QE Titan-c,MS-1812-c,Australia,China,,,Available,2020-09-06
93039,Approved,"Micro-Star International Co., Ltd",GT80 2QE Titan SLI-c,MS-1812-c,Australia,China,,,Available,2020-09-06
93039,Approved,"Micro-Star International Co., Ltd",MS-1812-c,MS-1812-c,Australia,China,,,Available,2020-09-06
93045,Approved,PB,WKSPBWL008350-d,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-10-30
93046,Approved,1stwave,Inwin600-d,,New Zealand,New Zealand,,http://www.1stwave.co.nz/,Unavailable,2115-09-22
93047,Approved,1stwave,Inwin400-d,,New Zealand,New Zealand,,http://www.1stwave.co.nz/,Unavailable,2115-09-22
93048,Approved,1stwave,FSP Hyper 500-d,,New Zealand,New Zealand,,http://www.1stwave.co.nz/,Unavailable,2115-09-22
93049,Approved,PB,WKSPBWL051391-d,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-10-29
93050,Approved,PB,WKSPBWL051975-d,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-10-27
93051,Approved,PB,WKSPBWL052464-b,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-10-27
93100,Approved,PB,wkspb083176-d,,New Zealand,New Zealand,,,Available,2115-09-17
93101,Approved,TOSHIBA,Satellite C50-C-a,"Satellite L50-C, Satellite L50t-C, Satellite L50D-C, Satellite L50Dt-C, Satellite C50-C, Satellite C50t-C, Satellite C50D-C, Satellite C50Dt-C, Satellite P50-C, Satellite P50t-C-a","Australia,Fiji,New Zealand",China,,,Available,2020-10-28
93101,Approved,TOSHIBA,Satellite C50D-C-a,"Satellite L50-C, Satellite L50t-C, Satellite L50D-C, Satellite L50Dt-C, Satellite C50-C, Satellite C50t-C, Satellite C50D-C, Satellite C50Dt-C, Satellite P50-C, Satellite P50t-C-a","Australia,Fiji,New Zealand",China,,,Available,2020-10-28
93101,Approved,TOSHIBA,Satellite C50Dt-C-a,"Satellite L50-C, Satellite L50t-C, Satellite L50D-C, Satellite L50Dt-C, Satellite C50-C, Satellite C50t-C, Satellite C50D-C, Satellite C50Dt-C, Satellite P50-C, Satellite P50t-C-a","Australia,Fiji,New Zealand",China,,,Available,2020-10-28
93101,Approved,TOSHIBA,Satellite C50t-C-a,"Satellite L50-C, Satellite L50t-C, Satellite L50D-C, Satellite L50Dt-C, Satellite C50-C, Satellite C50t-C, Satellite C50D-C, Satellite C50Dt-C, Satellite P50-C, Satellite P50t-C-a","Australia,Fiji,New Zealand",China,,,Available,2020-10-28
93101,Approved,TOSHIBA,Satellite L50-C-a,"Satellite L50-C, Satellite L50t-C, Satellite L50D-C, Satellite L50Dt-C, Satellite C50-C, Satellite C50t-C, Satellite C50D-C, Satellite C50Dt-C, Satellite P50-C, Satellite P50t-C-a","Australia,Fiji,New Zealand",China,,,Available,2020-10-28
93101,Approved,TOSHIBA,"Satellite L50-C, Satellite L50t-C, Satellite L50D-C, Satellite L50Dt-C, Satellite C50-C, Satellite C50t-C, Satellite C50D-C, Satellite C50Dt-C, Satellite P50-C, Satellite P50t-C-a","Satellite L50-C, Satellite L50t-C, Satellite L50D-C, Satellite L50Dt-C, Satellite C50-C, Satellite C50t-C, Satellite C50D-C, Satellite C50Dt-C, Satellite P50-C, Satellite P50t-C-a","Australia,Fiji,New Zealand",China,,,Available,2020-10-28
93101,Approved,TOSHIBA,Satellite L50D-C-a,"Satellite L50-C, Satellite L50t-C, Satellite L50D-C, Satellite L50Dt-C, Satellite C50-C, Satellite C50t-C, Satellite C50D-C, Satellite C50Dt-C, Satellite P50-C, Satellite P50t-C-a","Australia,Fiji,New Zealand",China,,,Available,2020-10-28
93101,Approved,TOSHIBA,Satellite L50Dt-C-a,"Satellite L50-C, Satellite L50t-C, Satellite L50D-C, Satellite L50Dt-C, Satellite C50-C, Satellite C50t-C, Satellite C50D-C, Satellite C50Dt-C, Satellite P50-C, Satellite P50t-C-a","Australia,Fiji,New Zealand",China,,,Available,2020-10-28
93101,Approved,TOSHIBA,Satellite L50t-C-a,"Satellite L50-C, Satellite L50t-C, Satellite L50D-C, Satellite L50Dt-C, Satellite C50-C, Satellite C50t-C, Satellite C50D-C, Satellite C50Dt-C, Satellite P50-C, Satellite P50t-C-a","Australia,Fiji,New Zealand",China,,,Available,2020-10-28
93101,Approved,TOSHIBA,Satellite P50-C-a,"Satellite L50-C, Satellite L50t-C, Satellite L50D-C, Satellite L50Dt-C, Satellite C50-C, Satellite C50t-C, Satellite C50D-C, Satellite C50Dt-C, Satellite P50-C, Satellite P50t-C-a","Australia,Fiji,New Zealand",China,,,Available,2020-10-28
93101,Approved,TOSHIBA,Satellite P50t-C-a,"Satellite L50-C, Satellite L50t-C, Satellite L50D-C, Satellite L50Dt-C, Satellite C50-C, Satellite C50t-C, Satellite C50D-C, Satellite C50Dt-C, Satellite P50-C, Satellite P50t-C-a","Australia,Fiji,New Zealand",China,,,Available,2020-10-28
93102,Approved,HP,HP ProDesk 490 G3 MT Business PC-d,,"Australia,New Zealand",Australia,,,Available,2020-09-15
93103,Approved,PB,wkspb083460-d,,New Zealand,New Zealand,,,Available,2115-09-17
93108,Approved,PB,WKSPBHD341741-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Available,2115-09-17
93120,Approved,PB,WKSPBHN051385-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-09-17
93121,Approved,PB,WKSPBHN051606-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-09-17
93122,Approved,PB,WKSPBHN051630-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-09-17
93123,Approved,PB,WKSPBHN051230-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-09-17
93124,Approved,PB,WKSPBHN052138-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-09-17
93125,Approved,PB,WKSPBHN052277-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-09-17
93126,Approved,PB,WKSPBHN052216-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-09-17
93128,Approved,PB,WKSPBHD343344-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Available,2115-09-17
93130,Approved,PB,WKSPBHN052529-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-09-17
93131,Approved,PB,WKSPBHN052583-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-09-17
93135,Approved,PB,WKSPBHN052871-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Unavailable,2115-09-17
93147,Approved,PB,wkspb083815-d,,New Zealand,New Zealand,,,Available,2115-09-17
93172,Approved,HP,HP Spectre x2-a,TPN-Q165-a,"Australia,Fiji,New Zealand",China,,,Available,2020-09-11
93172,Approved,HP,HP Spectre x2 Detachable 12-a,TPN-Q165-a,"Australia,Fiji,New Zealand",China,,,Available,2020-09-11
93172,Approved,HP,HP Spectre x2 Detachable-a,TPN-Q165-a,"Australia,Fiji,New Zealand",China,,,Available,2020-09-11
93172,Approved,HP,HP Spectre x2 Detachable PC-a,TPN-Q165-a,"Australia,Fiji,New Zealand",China,,,Available,2020-09-11
93172,Approved,HP,TPN-Q165-a,TPN-Q165-a,"Australia,Fiji,New Zealand",China,,,Available,2020-09-11
93198,Approved,DELL,Latitude E5270-a,,"Australia,Fiji,New Zealand",China,,,Available,2020-09-22
93199,Approved,DELL,Latitude E5470-a,,"Australia,Fiji,New Zealand",China,,,Available,2020-09-22
93201,Approved,DELL,Latitude E5570-b,,"Australia,Fiji,New Zealand",China,,,Available,2020-09-22
93202,Approved,DELL,Dell Precision 3510-c,"Latitude E5570, Dell Precision 3510-c","Australia,Fiji,New Zealand",China,,,Available,2020-09-22
93202,Approved,DELL,Latitude E5570-c,"Latitude E5570, Dell Precision 3510-c","Australia,Fiji,New Zealand",China,,,Available,2020-09-22
93202,Approved,DELL,"Latitude E5570, Dell Precision 3510-c","Latitude E5570, Dell Precision 3510-c","Australia,Fiji,New Zealand",China,,,Available,2020-09-22
93227,Approved,PB,wkspb084362-d,,New Zealand,New Zealand,,,Available,2115-09-17
93230,Approved,PB,wkpsb084521-d,,New Zealand,New Zealand,,,Available,2115-09-17
93232,Approved,PB,wkspb084327-d,,New Zealand,New Zealand,,,Available,2115-09-17
93233,Approved,PB,WKSPBHD346087-a,,New Zealand,New Zealand,http://www.pbtech.co.nz/,http://www.pbtech.co.nz/,Available,2115-09-17
93240,Approved,DELL,P68G-a,P68G-a,"Australia,Fiji,New Zealand",China,,http://www.dell.com/,Available,2020-09-16
93240,Approved,DELL,Vostro 14-5459-a,P68G-a,"Australia,Fiji,New Zealand",China,,http://www.dell.com/,Available,2020-09-16
